Start time: 7/29/2021 3:51:28 PM
0, 1: 57.8193473815918, 7
0, 2: 57.9725761413574, 0
0, 3: 19.4905776977539, 0
0, 4: 60.1445007324219, 3
0, 5: 44.9793243408203, 1
0, 6: 48.4555816650391, 2
1, 1: 46.4850158691406, 6
1, 2: 55.7743530273438, 5
1, 3: 58.9618530273438, 4
1, 4: 46.8230590820313, 3
1, 5: 39.9150390625, 5
1, 6: 29.8527221679688, 2
2, 1: 51.6714477539063, 2
2, 2: 36.89404296875, 3
2, 3: 21.0791625976563, 1
2, 4: 39.5040893554688, 1
2, 5: 42.869140625, 2
2, 6: 25.943603515625, 1
3, 1: 33.22412109375, 1
3, 2: 35.5392456054688, 2
3, 3: 35.9944458007813, 1
3, 4: 26.554443359375, 1
3, 5: 21.5899047851563, 2
3, 6: 81.3182373046875, 5
4, 1: 39.7152099609375, 2
4, 2: 77.2091064453125, 6
4, 3: 23.86669921875, 1
4, 4: 140.968994140625, 0
4, 5: 19.69091796875, 0
4, 6: 30.6859130859375, 1
5, 1: 28.448486328125, 1
5, 2: 29.6409912109375, 1
5, 3: 17.602294921875, 0
5, 4: 22.545166015625, 0
5, 5: 20.8443603515625, 0
5, 6: 37.2814788818359, 1
6, 1: 24.5143280029297, 0
6, 2: 27.2976684570313, 1
6, 3: 26.3092803955078, 0
6, 4: 25.1435852050781, 0
6, 5: 23.7993927001953, 2
6, 6: 20.3343048095703, 1
7, 1: 18.3464660644531, 1
7, 2: 19.8566589355469, 1
7, 3: 20.7454223632813, 1
7, 4: 20.1346740722656, 3
7, 5: 16.614013671875, 3
7, 6: 23.1662292480469, 0
8, 1: 36.7720336914063, 2
8, 2: 18.1465759277344, 2
8, 3: 16.8577270507813, 1
8, 4: 19.2684936523438, 0
8, 5: 15.0482788085938, 1
8, 6: 21.9885864257813, 1
9, 1: 19.2738037109375, 2
9, 2: 15.2816772460938, 1
9, 3: 19.9231567382813, 1
9, 4: 27.9091186523438, 3
9, 5: 27.3305053710938, 2
9, 6: 21.2128295898438, 0
10, 1: 20.4114379882813, 1
10, 2: 17.8351440429688, 2
10, 3: 14.8706665039063, 3
10, 4: 16.18115234375, 0
10, 5: 13.4264526367188, 1
10, 6: 18.3130493164063, 2
11, 1: 20.47265625, 3
11, 2: 23.5086669921875, 3
11, 3: 15.728271484375, 1
11, 4: 21.9342041015625, 1
11, 5: 19.6673583984375, 1
11, 6: 19.1243896484375, 1
12, 1: 16.8677368164063, 0
12, 2: 22.0560913085938, 1
12, 3: 16.759521484375, 2
12, 4: 22.1481323242188, 1
12, 5: 16.7000122070313, 2
12, 6: 17.3646240234375, 1
13, 1: 24.3035278320313, 1
13, 2: 22.9224853515625, 1
13, 3: 18.9014892578125, 2
13, 4: 16.802734375, 1
13, 5: 18.5804443359375, 1
13, 6: 21.2115478515625, 2
14, 1: 313.611450195313, 5
14, 2: 22.4522705078125, 2
14, 3: 17.7760009765625, 2
14, 4: 16.898193359375, 0
14, 5: 19.0023193359375, 1
14, 6: 17.49658203125, 1
15, 1: 20.3651123046875, 2
15, 2: 29.8408203125, 2
15, 3: 19.0162353515625, 0
15, 4: 22.2291259765625, 0
15, 5: 19.98876953125, 1
15, 6: 19.480224609375, 2
16, 1: 28.4691162109375, 1
16, 2: 16.0364990234375, 1
16, 3: 24.388427734375, 0
16, 4: 25.1649169921875, 1
16, 5: 16.2359619140625, 1
16, 6: 19.624267578125, 2
17, 1: 17.8377685546875, 2
17, 2: 23.232666015625, 1
17, 3: 17.4691162109375, 1
17, 4: 17.5584716796875, 1
17, 5: 14.081298828125, 1
17, 6: 23.2781982421875, 1
18, 1: 19.6585693359375, 1
18, 2: 18.907470703125, 2
18, 3: 16.301025390625, 0
18, 4: 16.2196044921875, 1
18, 5: 21.1065673828125, 1
18, 6: 17.8189697265625, 1
19, 1: 21.0386962890625, 2
19, 2: 19.335205078125, 1
19, 3: 24.232421875, 2
19, 4: 27.89794921875, 1
19, 5: 20.234130859375, 2
19, 6: 21.68896484375, 2
20, 1: 23.828857421875, 2
20, 2: 18.4892578125, 1
20, 3: 22.53515625, 1
20, 4: 16.403076171875, 1
20, 5: 24.510009765625, 3
20, 6: 20.068359375, 2
21, 1: 21.91943359375, 1
21, 2: 19.3681640625, 2
21, 3: 17.092041015625, 3
21, 4: 21.389404296875, 0
21, 5: 19.668212890625, 0
21, 6: 15.84765625, 1
22, 1: 21.68896484375, 2
22, 2: 25.70947265625, 1
22, 3: 19.701416015625, 0
22, 4: 24.5546875, 0
22, 5: 17.324951171875, 1
22, 6: 18.123291015625, 0
23, 1: 21.381591796875, 0
23, 2: 23.93310546875, 2
23, 3: 28.675048828125, 1
23, 4: 25.997802734375, 3
23, 5: 19.13525390625, 1
23, 6: 22.166748046875, 1
24, 1: 21.022216796875, 2
24, 2: 21.012451171875, 1
24, 3: 14.825927734375, 0
24, 4: 19.5234375, 0
24, 5: 29.796630859375, 0
24, 6: 20.9892578125, 0
25, 1: 23.810791015625, 0
25, 2: 18.32421875, 0
25, 3: 15.292724609375, 0
25, 4: 24.288818359375, 2
25, 5: 20.01123046875, 0
25, 6: 17.69189453125, 2
26, 1: 68.1669921875, 0
26, 2: 22.63330078125, 1
26, 3: 18.235107421875, 1
26, 4: 18.68017578125, 4
26, 5: 19.757080078125, 0
26, 6: 20.55615234375, 3
27, 1: 18.9560546875, 1
27, 2: 21.01318359375, 1
27, 3: 23.520751953125, 0
27, 4: 18.26904296875, 1
27, 5: 24.2880859375, 2
27, 6: 25.73193359375, 2
