27.92247(360.0, 0.0, 0.7)
28.43179(360.0, 0.0, 0.7)
28.93384(360.0, 0.0, 0.7)
29.44457(360.0, 0.0, 0.7)
29.95544(360.0, 360.0, 0.7)
30.46629(360.0, 360.0, 0.7)
30.9772(360.0, 360.0, 0.7)
31.48805(360.0, 0.0, 0.7)
31.99906(360.0, 360.0, 0.7)
32.50983(360.0, 360.0, 0.7)
33.02073(0.0, 360.0, 0.7)
33.53157(360.0, 360.0, 0.7)
34.04254(360.0, 360.0, 0.7)
34.55335(360.0, 360.0, 0.7)
35.06422(360.0, 360.0, 0.7)
35.5751(360.0, 0.0, 0.7)
36.08602(360.0, 360.0, 0.7)
36.59687(360.0, 360.0, 0.7)
37.1077(360.0, 0.0, 0.7)
37.61865(360.0, 0.0, 0.7)
38.12944(360.0, 0.0, 0.7)
38.64036(360.0, 0.0, 0.7)
39.15134(360.0, 0.0, 0.8)
39.66213(360.0, 0.0, 0.8)
40.17297(360.0, 0.0, 0.8)
40.6839(360.0, 0.0, 0.7)
41.19491(360.0, 0.0, 0.7)
41.70578(360.0, 0.0, 0.7)
42.21655(360.0, 0.0, 0.8)
42.72742(360.0, 0.0, 0.8)
43.23829(360.0, 360.0, 0.7)
43.7492(360.0, 360.0, 0.7)
44.26012(360.0, 0.0, 0.7)
44.77093(360.0, 0.0, 0.7)
45.28183(360.0, 0.0, 0.7)
45.79272(360.0, 0.0, 0.7)
46.30366(360.0, 0.0, 0.7)
46.81447(360.0, 0.0, 0.7)
47.32533(360.0, 0.0, 0.7)
47.83622(360.0, 0.0, 0.8)
48.33656(360.0, 0.0, 0.7)
48.847(360.0, 0.0, 0.7)
49.35775(360.0, 0.0, 0.8)
49.86863(360.0, 0.0, 0.7)
50.37954(360.0, 0.0, 0.8)
50.8904(360.0, 0.0, 0.8)
51.40127(360.0, 0.0, 0.8)
51.91216(360.0, 0.0, 0.7)
52.42297(360.0, 0.0, 0.7)
52.93393(360.0, 0.0, 0.7)
53.4448(360.0, 0.0, 0.7)
53.95564(360.0, 360.0, 0.7)
54.46657(360.0, 0.0, 0.7)
54.9774(360.0, 0.0, 0.7)
55.4883(360.0, 0.0, 0.8)
55.99921(360.0, 0.0, 0.7)
56.51007(360.0, 0.0, 0.8)
57.02092(360.0, 0.0, 0.7)
57.5318(360.0, 0.0, 0.7)
58.04266(360.0, 0.0, 0.7)
58.5536(360.0, 0.0, 0.7)
59.06443(360.0, 0.0, 0.7)
59.57534(360.0, 0.0, 0.7)
60.08617(360.0, 0.0, 0.8)
60.59709(360.0, 0.0, 0.8)
61.10797(360.0, 0.0, 0.8)
61.61886(360.0, 0.0, 0.8)
62.12972(360.0, 0.0, 0.8)
62.64059(360.0, 0.0, 0.8)
63.15152(360.0, 0.0, 0.8)
63.66258(360.0, 0.0, 0.7)
64.17322(360.0, 0.0, 0.7)
64.68411(360.0, 360.0, 0.7)
65.19502(360.0, 0.0, 0.7)
65.70586(360.0, 0.0, 0.7)
66.21687(360.0, 0.0, 0.7)
66.72774(360.0, 0.0, 0.7)
67.23847(360.0, 0.0, 0.7)
67.74941(360.0, 0.0, 0.7)
68.26049(360.0, 0.0, 0.7)
68.77116(360.0, 0.0, 0.7)
69.28211(359.9, 0.0, 0.8)
69.79285(360.0, 0.0, 0.8)
70.30376(360.0, 0.0, 0.7)
70.81466(360.0, 0.0, 0.7)
71.32665(360.0, 0.0, 0.7)
71.83646(360.0, 360.0, 0.7)
72.34728(360.0, 360.0, 0.7)
72.85815(360.0, 360.0, 0.7)
73.35818(360.0, 0.0, 0.7)
73.86888(360.0, 0.0, 0.7)
74.37984(360.0, 0.0, 0.8)
74.89075(360.0, 0.0, 0.8)
75.40159(360.0, 0.0, 0.7)
75.91241(360.0, 0.0, 0.7)
76.42328(360.0, 0.0, 0.7)
76.93414(360.0, 0.0, 0.7)
77.44499(360.0, 0.0, 0.7)
77.95581(360.0, 0.0, 0.7)
78.46674(360.0, 0.0, 0.7)
78.97762(360.0, 0.0, 0.7)
79.48849(360.0, 0.0, 0.7)
79.99936(360.0, 360.0, 0.7)
80.51025(360.0, 0.0, 0.7)
81.02119(360.0, 0.0, 0.7)
81.53197(360.0, 360.0, 0.8)
82.0429(360.0, 0.0, 0.7)
82.55387(360.0, 0.0, 0.7)
83.06465(360.0, 0.0, 0.8)
83.57552(360.0, 0.0, 0.8)
84.08646(360.0, 0.0, 0.7)
84.59731(360.0, 0.0, 0.7)
85.10821(0.0, 0.0, 0.8)
85.61906(360.0, 0.0, 0.7)
86.12993(360.0, 0.0, 0.7)
86.64078(360.0, 0.0, 0.7)
87.15166(360.0, 0.0, 0.7)
87.66261(360.0, 0.0, 0.7)
88.17345(360.0, 0.0, 0.7)
88.6843(360.0, 0.0, 0.7)
89.19519(360.0, 0.0, 0.7)
89.70628(360.0, 0.0, 0.7)
90.2171(360.0, 0.0, 0.7)
90.72783(360.0, 0.0, 0.7)
91.23872(360.0, 0.0, 0.7)
91.74958(360.0, 0.0, 0.7)
92.26053(360.0, 0.0, 0.7)
92.77132(360.0, 0.0, 0.7)
93.27132(360.0, 0.0, 0.7)
93.78201(360.0, 0.0, 0.7)
94.2931(360.0, 0.0, 0.7)
