(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.1, 2.8)
(0.0, 0.4, 2.6)
(0.1, 0.7, 2.5)
(0.2, 0.7, 2.6)
(0.3, 0.7, 2.7)
(0.4, 0.7, 2.8)
(0.4, 0.8, 2.9)
(0.5, 0.8, 3.0)
(0.5, 0.7, 3.1)
(0.5, 0.8, 3.2)
(0.5, 1.0, 3.3)
(0.3, 1.1, 3.4)
(0.2, 1.1, 3.4)
(0.2, 1.2, 3.4)
(0.2, 1.3, 3.3)
(0.3, 1.3, 3.2)
(0.4, 1.3, 3.2)
(0.3, 1.3, 3.2)
(0.3, 1.3, 3.2)
(0.3, 1.3, 3.2)
(0.2, 1.3, 3.3)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.0, 1.3, 3.4)
(0.0, 1.3, 3.4)
(0.0, 1.3, 3.4)
(0.0, 1.3, 3.4)
(0.0, 1.3, 3.4)
(0.1, 1.3, 3.4)
(0.1, 1.3, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.4)
(0.1, 1.2, 3.5)
(0.1, 1.2, 3.5)
(0.1, 1.2, 3.5)
(0.1, 1.3, 3.6)
(0.1, 1.4, 3.6)
(0.1, 1.4, 3.6)
(0.2, 1.4, 3.7)
(0.2, 1.5, 3.7)
(0.2, 1.5, 3.7)
(0.1, 1.5, 3.8)
(0.2, 1.4, 3.8)
(0.2, 1.4, 3.8)
(0.1, 1.4, 3.8)
(0.1, 1.4, 3.7)
(0.1, 1.5, 3.7)
(0.1, 1.5, 3.7)
(0.1, 1.5, 3.7)
(0.0, 1.5, 3.7)
(0.0, 1.5, 3.7)
(0.1, 1.5, 3.7)
(2.5, -95.5, 3.3)
(6.1, -241.2, 2.9)
(9.3, -373.2, 2.5)
(12.4, -505.0, 2.1)
(-1.0, -1.3, 7.3)
(0.2, 1.4, 3.8)
(0.2, 1.4, 3.8)
(0.2, 1.4, 3.7)
(0.2, 1.4, 3.7)
(0.2, 1.4, 3.7)
(0.2, 1.4, 3.7)
(0.2, 1.4, 3.7)
(0.2, 1.4, 3.7)
(1.3, 2.1, 3.5)
(0.3, 1.3, 3.6)
(1.1, -0.2, 2.0)
(2.5, -2.0, -0.1)
(3.5, -6.2, -1.2)
(4.7, -14.9, -0.1)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.5, 0.3, 2.6)
(0.8, 0.2, 2.5)
(0.9, 0.2, 2.6)
(0.9, 0.2, 2.6)
(0.2, 1.5, 3.8)
(0.2, 1.5, 3.8)
(0.2, 1.6, 3.8)
(0.2, 1.6, 3.8)
(0.2, 1.6, 3.9)
(0.2, 1.6, 3.9)
(0.2, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.2, 1.5, 3.8)
(0.2, 1.5, 3.8)
(0.2, 1.5, 3.7)
(0.2, 1.5, 3.7)
(0.2, 1.5, 3.7)
(0.2, 1.5, 3.7)
(0.3, 1.5, 3.7)
(0.3, 1.5, 3.7)
(0.0, 0.2, 0.2)
(-0.2, 0.2, -1.5)
(-0.2, 0.2, -1.5)
(-0.3, 0.2, -1.5)
(-0.3, 0.2, -1.5)
(-0.4, 0.2, -1.5)
(0.2, 1.5, 3.7)
(0.1, 1.5, 3.8)
(0.1, 1.4, 3.8)
(0.2, 1.5, 3.8)
(0.1, 1.5, 3.8)
(0.2, 1.4, 3.7)
(0.2, 1.3, 3.6)
(0.3, 1.1, 3.4)
(0.3, 0.9, 3.2)
(0.4, 0.6, 3.0)
(0.5, 0.3, 2.8)
(0.6, 0.0, 2.5)
(0.6, 0.0, 2.5)
(0.7, -0.3, 2.2)
(0.2, 1.3, 3.7)
