44.08231(-0.1, 1.6, 2.8)
44.58611(-0.1, 1.6, 2.8)
45.09251(0.0, 1.6, 2.8)
45.59315(0.0, 1.5, 2.8)
46.10418(0.0, 1.5, 2.8)
46.61444(0.0, 1.6, 2.8)
47.12548(0.0, 1.6, 2.8)
47.6256(0.0, 1.6, 2.8)
48.13567(0.0, 1.6, 2.8)
48.63597(0.0, 1.6, 2.8)
49.14635(0.0, 1.6, 2.8)
49.64666(0.0, 1.6, 2.8)
50.15742(0.0, 1.6, 2.8)
50.66805(0.0, 1.6, 2.8)
51.16809(0.0, 1.6, 2.8)
51.67896(0.0, 1.5, 2.8)
52.18971(0.0, 1.5, 2.8)
52.69025(0.0, 1.5, 2.8)
53.19984(0.0, 1.5, 2.8)
53.7002(0.0, 1.5, 2.8)
54.21111(0.0, 1.5, 2.8)
54.72145(0.0, 1.6, 2.8)
55.22165(0.0, 1.6, 2.8)
55.73247(0.0, 1.6, 2.8)
56.24329(0.0, 1.6, 2.8)
56.75406(0.0, 1.6, 2.8)
57.26484(0.0, 1.6, 2.8)
57.77595(0.0, 1.6, 2.8)
58.28674(0.0, 1.6, 2.8)
58.7974(0.0, 1.6, 2.8)
59.30834(0.0, 1.6, 2.8)
59.81933(0.0, 1.6, 2.8)
60.33006(0.0, 1.6, 2.8)
60.84075(0.0, 1.6, 2.8)
61.34081(0.0, 1.6, 2.8)
61.84106(0.0, 1.6, 2.8)
62.35186(0.0, 1.6, 2.8)
62.86246(0.0, 1.6, 2.8)
63.3731(0.0, 1.6, 2.8)
63.88399(0.0, 1.6, 2.8)
64.39507(0.0, 1.6, 2.8)
64.90605(0.0, 1.6, 2.8)
65.41653(0.0, 1.6, 2.8)
65.91662(0.0, 1.6, 2.8)
66.42728(0.0, 1.5, 2.8)
66.93811(0.0, 1.5, 2.9)
67.44922(-0.1, 1.6, 3.0)
67.96008(-0.1, 1.6, 3.1)
68.47071(0.0, 1.5, 3.0)
68.97072(0.2, 1.5, 3.0)
69.48134(0.2, 1.5, 3.1)
69.98138(0.4, 1.5, 3.2)
70.49219(0.4, 1.5, 3.4)
71.00274(0.4, 1.5, 3.5)
71.51347(0.4, 1.5, 3.7)
72.01376(0.3, 1.5, 3.8)
72.5246(0.3, 1.5, 3.9)
73.03549(0.3, 1.6, 3.9)
73.5461(0.3, 1.6, 3.9)
74.05685(0.4, 1.5, 4.0)
74.56773(0.3, 1.6, 4.1)
75.06778(0.4, 1.6, 4.2)
75.56807(0.3, 1.6, 4.2)
76.07815(0.3, 1.6, 4.2)
76.57826(0.3, 1.5, 4.1)
77.08841(0.4, 1.5, 4.0)
77.58846(0.4, 1.5, 4.0)
78.09944(0.4, 1.5, 3.9)
78.61056(0.4, 1.5, 3.9)
79.12135(0.4, 1.5, 3.9)
79.6319(0.4, 1.5, 4.0)
80.13211(0.5, 1.5, 4.1)
80.64178(0.4, 1.6, 4.1)
81.14246(0.4, 1.5, 4.1)
81.65298(0.4, 1.5, 4.1)
82.15341(0.5, 1.5, 4.0)
82.66311(0.5, 1.5, 3.9)
83.16402(0.4, 1.5, 3.8)
83.67453(0.5, 1.5, 3.7)
84.18535(0.4, 1.5, 3.7)
84.68542(0.4, 1.5, 3.6)
85.19601(0.4, 1.5, 3.6)
85.70661(0.4, 1.5, 3.6)
86.20714(0.4, 1.5, 3.7)
86.71748(0.3, 1.5, 3.7)
87.22851(0.4, 1.5, 3.7)
87.73949(0.4, 1.5, 3.9)
88.25006(0.4, 1.5, 4.0)
88.76048(0.4, 1.5, 4.1)
89.26069(0.4, 1.5, 4.1)
89.76074(0.4, 1.5, 4.1)
90.27077(0.4, 1.5, 4.2)
90.78186(0.3, 1.5, 4.3)
91.29233(0.3, 1.5, 4.4)
91.80325(0.3, 1.5, 4.4)
92.30338(0.2, 1.5, 4.5)
92.80341(0.2, 1.5, 4.7)
93.31411(0.3, 1.6, 4.8)
93.81439(0.2, 1.6, 4.9)
94.32557(0.2, 1.6, 5.0)
94.83585(0.2, 1.6, 5.1)
95.34679(0.2, 1.6, 5.2)
95.8576(0.2, 1.6, 5.3)
96.36819(0.2, 1.6, 5.4)
96.87922(0.2, 1.6, 5.5)
97.37941(0.2, 1.6, 5.5)
97.88981(0.1, 1.6, 5.5)
98.401(0.1, 1.5, 5.6)
98.91207(0.1, 1.6, 5.6)
99.42288(0.2, 1.6, 5.7)
99.93311(0.2, 1.6, 5.8)
100.4333(0.1, 1.6, 5.8)
100.9442(0.1, 1.6, 5.8)
101.4551(0.1, 1.6, 5.8)
101.9658(0.1, 1.6, 5.8)
102.4764(0.1, 1.6, 5.8)
102.987(0.1, 1.6, 5.8)
103.4874(0.1, 1.6, 5.8)
103.9982(0.1, 1.6, 5.8)
104.5092(0.1, 1.6, 5.8)
105.0198(0.1, 1.6, 5.8)
105.52(0.1, 1.6, 5.8)
106.0308(0.1, 1.6, 5.8)
106.5412(0.1, 1.6, 5.8)
107.0523(0.1, 1.5, 5.9)
107.5627(0.3, 1.6, 6.1)
108.0732(0.3, 1.5, 6.3)
108.5738(0.2, 1.6, 6.5)
109.0845(0.3, 1.6, 6.7)
109.595(0.4, 1.5, 6.9)
110.0954(0.4, 1.6, 7.1)
110.6059(0.4, 1.5, 7.4)
111.106(0.4, 1.5, 7.6)
111.6166(0.4, 1.6, 7.8)
112.1172(0.5, 1.5, 8.0)
112.6272(0.5, 1.5, 8.2)
113.1373(0.4, 1.5, 8.4)
113.6378(0.5, 1.5, 8.6)
