0,0
0,1
0,2
7.992691(-0.3, -12.1, 6.1)
0,3
13.68738(0.4, -14.1, -3.5)
0,4
13.56293(-0.1, -17.3, 5.9)
0,5
16.85193(0.1, -20.3, -5.9)
1,0
1,1
12.50284(0.2, -27.3, -6.5)
18.71396(-0.2, -28.0, -9.0)
1,2
28.92276(-1.3, -34.4, 6.4)
1,3
1,4
1,5
10.86615(-0.1, -41.7, -4.3)
2,0
20.29901(0.0, -45.1, 3.6)
2,1
14.52191(-0.3, -47.7, -3.5)
18.6886(0.8, -48.1, -5.9)
2,2
22.14484(0.3, -51.1, 8.3)
2,3
11.30029(0.0, -52.5, -5.9)
2,4
8.409058(-0.3, -54.1, 5.9)
10.49799(-0.1, -54.3, 7.1)
13.17572(0.0, -54.6, 8.5)
2,5
3,0
10.67926(0.1, -57.7, 3.5)
14.60144(0.2, -58.1, 6.3)
17.94592(0.5, -58.5, 8.3)
3,1
37.45209(0.1, -62.7, -3.4)
3,2
6.119873(-0.1, -64.5, 3.4)
11.6532(-0.1, -65.1, 6.2)
3,3
8.794617(-0.1, -66.8, -3.6)
12.60577(0.0, -67.2, -6.1)
17.05017(0.4, -67.6, -8.4)
3,4
6.170105(0.5, -68.5, 3.4)
16.21454(0.2, -69.6, 8.3)
34.11456(0.4, -71.6, 4.5)
51.12567(0.3, -73.4, 3.4)
3,5
12.80273(0.8, -76.8, -6.0)
4,0
12.80145(0.8, -78.8, 5.9)
17.75702(0.4, -79.4, 8.3)
4,1
5.03302(0.2, -80.1, -3.6)
17.96637(0.2, -81.6, -8.7)
4,2
4,3
8.352478(0.3, -84.8, -3.6)
4,4
4,5
10.1983(-0.5, -90.5, -3.5)
17.79828(0.0, -91.3, -5.9)
19.67609(-0.2, -91.5, -6.5)
5,0
10.99164(0.1, -94.2, 4.0)
12.48053(0.1, -94.4, 4.3)
17.12494(0.6, -94.9, 5.8)
5,1
11.5498(0.0, -98.0, -4.2)
24.11646(-0.2, -99.4, -8.4)
5,2
5.284668(-0.2, -100.2, 3.4)
21.02917(0.2, -101.9, 8.8)
5,3
5,4
5,5
0.920166(0.1, -106.1, -2.9)
