(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(0.0, 0.2, 2.8)
(-0.1, 0.2, 2.8)
(0.0, 0.8, 2.9)
(0.0, 1.3, 2.9)
(-0.2, 1.3, 2.8)
(-0.1, 1.4, 2.8)
(-0.1, 1.4, 2.8)
(-0.1, 1.4, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.2, 2.8)
(0.0, 1.2, 2.9)
(0.0, 1.2, 2.9)
(0.0, 1.2, 2.9)
(0.0, 1.3, 2.9)
(0.0, 1.3, 2.9)
(0.0, 1.3, 2.9)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.2, 2.8)
(0.0, 1.2, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.2, 2.7)
(0.0, 1.2, 2.8)
(0.0, 1.2, 2.8)
(0.0, 1.2, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.8)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.7)
(0.0, 1.3, 2.8)
(0.1, 1.1, 2.7)
(0.1, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.6)
(0.0, 1.1, 2.6)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.1, 1.1, 2.7)
(0.1, 1.1, 2.7)
(0.1, 1.1, 2.6)
(0.1, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.0, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.6)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.8)
(0.0, 1.1, 2.8)
(0.0, 1.1, 2.8)
(0.0, 1.1, 2.8)
(0.1, 1.1, 2.8)
(0.1, 1.1, 2.8)
(0.1, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.3, 1.1, 2.8)
(0.3, 1.1, 2.8)
(0.3, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.2, 1.1, 2.8)
(0.2, 1.2, 2.8)
(0.1, 1.2, 2.8)
(0.1, 1.2, 2.8)
(0.1, 1.2, 2.7)
(0.0, 1.2, 2.7)
(0.0, 1.2, 2.6)
(0.0, 1.2, 2.7)
(0.0, 1.1, 2.7)
(0.0, 1.1, 2.6)
(0.0, 1.2, 2.7)
(0.0, 1.3, 2.6)
(0.0, 1.4, 2.5)
(0.0, 1.4, 2.5)
(0.0, 1.4, 2.5)
(0.0, 1.4, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.5)
(0.1, 1.4, 2.5)
(0.1, 1.4, 2.5)
(0.1, 1.5, 2.5)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.1, 1.5, 2.4)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.1, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.1, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.5, 2.3)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.4)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
(0.0, 1.4, 2.3)
