Start time: 8/12/2021 10:09:28 AM
0, 1: 303.571136474609, 3
0, 2: 101.318054199219, 2
0, 3: 26.0429382324219, 1
0, 4: 72.2014465332031, 2
0, 5: 28.5973205566406, 4
0, 6: 35.1831665039063, 3
1, 1: 36.131103515625, 5
1, 2: 32.3177490234375, 2
1, 3: 29.918701171875, 3
1, 4: 34.372314453125, 2
1, 5: 28.375244140625, 1
1, 6: 82.5379028320313, 6
2, 1: 25.4072875976563, 1
2, 2: 23.56640625, 2
2, 3: 19.168212890625, 0
2, 4: 20.767333984375, 1
2, 5: 22.9113159179688, 3
2, 6: 66.9237670898438, 5
3, 1: 24.3470458984375, 2
3, 2: 26.9981689453125, 2
3, 3: 27.408935546875, 1
3, 4: 29.318603515625, 2
3, 5: 24.2216796875, 1
3, 6: 34.638916015625, 4
4, 1: 22.5333251953125, 1
4, 2: 24.54345703125, 2
4, 3: 35.082763671875, 4
4, 4: 28.5858154296875, 2
4, 5: 25.0877685546875, 1
4, 6: 30.9739990234375, 3
5, 1: 23.62353515625, 2
5, 2: 25.154541015625, 1
5, 3: 26.7200927734375, 3
5, 4: 26.1539306640625, 3
5, 5: 80.63916015625, 6
5, 6: 35.2381591796875, 3
6, 1: 34.1148681640625, 5
6, 2: 24.8653564453125, 0
6, 3: 26.0650634765625, 1
6, 4: 73.1981201171875, 6
6, 5: 26.59814453125, 1
6, 6: 21.5224609375, 2
7, 1: 23.0887451171875, 1
7, 2: 18.1353759765625, 1
7, 3: 19.990234375, 1
7, 4: 16.4251708984375, 0
7, 5: 28.7191162109375, 3
7, 6: 21.7781982421875, 3
8, 1: 16.0130615234375, 0
8, 2: 20.223388671875, 1
8, 3: 22.5665283203125, 4
8, 4: 24.3551025390625, 2
8, 5: 14.004150390625, 0
8, 6: 27.4638671875, 2
9, 1: 19.7032470703125, 1
9, 2: 23.5001220703125, 3
9, 3: 15.380615234375, 0
9, 4: 22.888671875, 3
9, 5: 20.745361328125, 4
9, 6: 70.288818359375, 7
10, 1: 22.255126953125, 1
10, 2: 26.764404296875, 2
10, 3: 18.425048828125, 1
10, 4: 23.332763671875, 3
10, 5: 24.509521484375, 3
10, 6: 23.63330078125, 1
11, 1: 21.22216796875, 5
11, 2: 20.955322265625, 1
11, 3: 18.169921875, 3
11, 4: 18.946533203125, 2
11, 5: 65.80126953125, 6
11, 6: 21.423095703125, 2
12, 1: 11.9140625, 1
12, 2: 21.611083984375, 2
12, 3: 20.062255859375, 1
12, 4: 25.450927734375, 3
12, 5: 28.08544921875, 4
12, 6: 21.46826171875, 1
13, 1: 26.591552734375, 4
13, 2: 25.72119140625, 4
13, 3: 27.27490234375, 2
13, 4: 20.7119140625, 2
13, 5: 22.444580078125, 2
13, 6: 21.833984375, 1
14, 1: 20.72265625, 4
14, 2: 20.39013671875, 2
14, 3: 24.4990234375, 1
14, 4: 23.876953125, 1
14, 5: 25.487548828125, 3
14, 6: 20.5458984375, 3
15, 1: 20.99560546875, 3
15, 2: 25.211181640625, 4
15, 3: 20.646728515625, 4
15, 4: 19.276611328125, 0
15, 5: 25.655029296875, 2
15, 6: 20.48291015625, 3
16, 1: 16.5751953125, 1
16, 2: 20.9775390625, 1
16, 3: 17.924560546875, 2
16, 4: 17.124755859375, 1
16, 5: 18.96875, 3
16, 6: 20.57861328125, 1
17, 1: 14.045166015625, 2
17, 2: 19.575439453125, 1
17, 3: 23.003173828125, 2
17, 4: 18.6103515625, 2
17, 5: 21.98046875, 2
17, 6: 29.6064453125, 3
18, 1: 10.574951171875, 1
18, 2: 17.11279296875, 2
18, 3: 19.632568359375, 1
18, 4: 20.302001953125, 1
18, 5: 16.3955078125, 3
18, 6: 24.53173828125, 6
19, 1: 21.74072265625, 3
19, 2: 27.13134765625, 3
19, 3: 18.93505859375, 2
19, 4: 13.0712890625, 1
19, 5: 12.671630859375, 0
19, 6: 14.21484375, 1
20, 1: 22.5576171875, 3
20, 2: 21.000244140625, 3
20, 3: 25.3876953125, 3
20, 4: 17.6806640625, 0
20, 5: 16.05810546875, 0
20, 6: 16.436279296875, 0
21, 1: 16.652099609375, 1
21, 2: 22.01220703125, 2
21, 3: 23.2880859375, 4
21, 4: 20.478515625, 1
21, 5: 15.51513671875, 1
21, 6: 25.720458984375, 1
22, 1: 28.74609375, 4
22, 2: 17.202880859375, 1
22, 3: 13.981689453125, 2
22, 4: 12.8046875, 0
22, 5: 27.67529296875, 2
22, 6: 14.581787109375, 1
23, 1: 11.646240234375, 2
23, 2: 16.702392578125, 2
23, 3: 12.282958984375, 1
23, 4: 10.506103515625, 0
23, 5: 16.647216796875, 1
23, 6: 12.46044921875, 0
24, 1: 17.654052734375, 3
24, 2: 19.012451171875, 2
24, 3: 17.6025390625, 1
24, 4: 15.5146484375, 0
24, 5: 15.748046875, 1
24, 6: 14.625732421875, 1
25, 1: 16.447021484375, 1
25, 2: 15.26953125, 0
25, 3: 17.78076171875, 1
25, 4: 19.779296875, 1
25, 5: 16.30322265625, 2
25, 6: 15.12548828125, 0
26, 1: 13.61767578125, 1
26, 2: 18.34716796875, 2
26, 3: 16.42431640625, 1
26, 4: 19.6904296875, 3
26, 5: 22.81103515625, 2
26, 6: 16.14794921875, 2
27, 1: 15.19970703125, 1
27, 2: 16.48095703125, 2
27, 3: 16.9912109375, 1
27, 4: 14.9150390625, 0
27, 5: 16.7470703125, 2
27, 6: 18.6064453125, 2
