Subject,Device,Rho,Lambda,Display,Number_Collisions
3,06x10,500,5000,headset,2.0
3,06x10,500,5000,headset,2.0
3,06x10,500,5000,headset,1.0
3,06x10,500,5000,headset,1.0
3,10x16,100,0050,headset,2.0
3,10x16,100,0050,headset,2.0
3,10x16,100,0050,headset,2.0
3,10x16,100,0050,headset,1.0
3,10x16,100,0050,headset,3.0
3,10x16,100,1000,headset,2.0
3,10x16,100,1000,headset,2.0
3,10x16,100,1000,headset,2.0
3,10x16,100,1000,headset,1.0
3,10x16,100,1000,headset,2.0
3,10x16,100,5000,headset,2.0
3,10x16,100,5000,headset,2.0
3,10x16,100,5000,headset,1.0
3,10x16,100,5000,headset,3.0
3,10x16,100,5000,headset,2.0
3,10x16,100,5000,headset,1.0
3,10x16,300,0050,headset,2.0
3,10x16,300,0050,headset,1.0
3,10x16,300,0050,headset,2.0
3,10x16,300,0050,headset,1.0
3,10x16,300,0050,headset,1.0
3,10x16,300,0050,headset,2.0
3,10x16,300,1000,headset,2.0
3,10x16,300,1000,headset,2.0
3,10x16,300,1000,headset,1.0
3,10x16,300,1000,headset,2.0
3,10x16,300,1000,headset,3.0
3,10x16,300,1000,headset,1.0
3,10x16,300,5000,headset,1.0
3,10x16,300,5000,headset,2.0
3,10x16,300,5000,headset,2.0
3,10x16,300,5000,headset,1.0
3,10x16,300,5000,headset,2.0
3,10x16,300,5000,headset,2.0
3,10x16,500,0050,headset,2.0
3,10x16,500,0050,headset,2.0
3,10x16,500,0050,headset,2.0
3,10x16,500,0050,headset,1.0
3,10x16,500,0050,headset,2.0
3,10x16,500,0050,headset,3.0
3,10x16,500,1000,headset,1.0
3,10x16,500,1000,headset,2.0
3,10x16,500,1000,headset,3.0
3,10x16,500,1000,headset,3.0
3,10x16,500,1000,headset,2.0
3,10x16,500,1000,headset,2.0
3,10x16,500,5000,headset,2.0
3,10x16,500,5000,headset,2.0
3,10x16,500,5000,headset,2.0
3,10x16,500,5000,headset,3.0
3,10x16,500,5000,headset,1.0
3,10x16,500,5000,headset,3.0
3,19x31,100,0050,headset,1.0
3,19x31,100,0050,headset,1.0
3,19x31,100,0050,headset,1.0
3,19x31,100,0050,headset,2.0
3,19x31,100,1000,headset,2.0
3,19x31,100,1000,headset,2.0
3,19x31,100,1000,headset,2.0
3,19x31,100,1000,headset,2.0
3,19x31,100,1000,headset,1.0
3,19x31,100,5000,headset,3.0
3,19x31,100,5000,headset,1.0
3,19x31,100,5000,headset,2.0
3,19x31,100,5000,headset,1.0
3,19x31,100,5000,headset,2.0
3,19x31,100,5000,headset,2.0
3,19x31,300,0050,headset,1.0
3,19x31,300,0050,headset,1.0
3,19x31,300,0050,headset,3.0
3,19x31,300,0050,headset,2.0
3,19x31,300,1000,headset,2.0
3,19x31,300,1000,headset,1.0
3,19x31,300,1000,headset,2.0
3,19x31,300,1000,headset,1.0
3,19x31,300,1000,headset,2.0
3,19x31,300,1000,headset,2.0
3,19x31,300,5000,headset,3.0
3,19x31,300,5000,headset,2.0
3,19x31,300,5000,headset,1.0
3,19x31,300,5000,headset,1.0
3,19x31,300,5000,headset,1.0
3,19x31,300,5000,headset,1.0
3,19x31,500,0050,headset,3.0
3,19x31,500,0050,headset,2.0
3,19x31,500,0050,headset,1.0
3,19x31,500,0050,headset,3.0
3,19x31,500,0050,headset,2.0
3,19x31,500,0050,headset,2.0
3,19x31,500,1000,headset,2.0
3,19x31,500,1000,headset,2.0
3,19x31,500,1000,headset,1.0
3,19x31,500,1000,headset,1.0
3,19x31,500,1000,headset,1.0
3,19x31,500,1000,headset,2.0
3,19x31,500,5000,headset,1.0
3,19x31,500,5000,headset,2.0
3,19x31,500,5000,headset,3.0
3,19x31,500,5000,headset,1.0
3,19x31,500,5000,headset,2.0
4,06x10,100,0050,headset,2.0
4,06x10,100,0050,headset,3.0
4,06x10,100,0050,headset,1.0
4,06x10,100,0050,headset,2.0
4,06x10,100,0050,headset,2.0
4,06x10,100,1000,headset,2.0
4,06x10,100,1000,headset,2.0
4,06x10,100,1000,headset,2.0
4,06x10,100,1000,headset,2.0
4,06x10,100,1000,headset,2.0
4,06x10,100,1000,headset,3.0
4,06x10,100,5000,headset,3.0
4,06x10,100,5000,headset,3.0
4,06x10,100,5000,headset,2.0
4,06x10,100,5000,headset,2.0
4,06x10,100,5000,headset,2.0
4,06x10,300,0050,headset,1.0
4,06x10,300,0050,headset,2.0
4,06x10,300,0050,headset,1.0
4,06x10,300,0050,headset,2.0
4,06x10,300,0050,headset,2.0
4,06x10,300,0050,headset,3.0
4,06x10,300,1000,headset,3.0
4,06x10,300,1000,headset,1.0
4,06x10,300,1000,headset,1.0
4,06x10,300,1000,headset,3.0
4,06x10,300,1000,headset,1.0
4,06x10,300,1000,headset,2.0
4,06x10,300,5000,headset,1.0
4,06x10,300,5000,headset,1.0
4,06x10,300,5000,headset,2.0
4,06x10,300,5000,headset,2.0
4,06x10,300,5000,headset,3.0
4,06x10,500,0050,headset,2.0
4,06x10,500,0050,headset,2.0
4,06x10,500,0050,headset,1.0
4,06x10,500,1000,headset,1.0
4,06x10,500,1000,headset,2.0
4,06x10,500,1000,headset,1.0
4,06x10,500,1000,headset,2.0
4,06x10,500,5000,headset,2.0
4,06x10,500,5000,headset,1.0
4,06x10,500,5000,headset,2.0
4,06x10,500,5000,headset,1.0
4,10x16,100,0050,headset,1.0
4,10x16,100,0050,headset,1.0
4,10x16,100,0050,headset,2.0
4,10x16,100,0050,headset,1.0
4,10x16,100,0050,headset,2.0
4,10x16,100,0050,headset,2.0
4,10x16,100,1000,headset,2.0
4,10x16,100,1000,headset,3.0
4,10x16,100,1000,headset,1.0
4,10x16,100,1000,headset,2.0
4,10x16,100,1000,headset,1.0
4,10x16,100,1000,headset,1.0
4,10x16,100,5000,headset,2.0
4,10x16,100,5000,headset,2.0
4,10x16,100,5000,headset,1.0
4,10x16,100,5000,headset,2.0
4,10x16,100,5000,headset,2.0
4,10x16,300,0050,headset,1.0
4,10x16,300,0050,headset,3.0
4,10x16,300,0050,headset,1.0
4,10x16,300,0050,headset,2.0
4,10x16,300,0050,headset,2.0
4,10x16,300,1000,headset,2.0
4,10x16,300,1000,headset,1.0
4,10x16,300,1000,headset,1.0
4,10x16,300,1000,headset,3.0
4,10x16,300,5000,headset,2.0
4,10x16,300,5000,headset,1.0
4,10x16,300,5000,headset,2.0
4,10x16,300,5000,headset,2.0
4,10x16,300,5000,headset,1.0
4,10x16,300,5000,headset,2.0
4,10x16,500,0050,headset,2.0
4,10x16,500,0050,headset,3.0
4,10x16,500,0050,headset,1.0
4,10x16,500,0050,headset,3.0
4,10x16,500,1000,headset,2.0
4,10x16,500,1000,headset,1.0
4,10x16,500,1000,headset,2.0
4,10x16,500,1000,headset,2.0
4,10x16,500,1000,headset,3.0
4,10x16,500,5000,headset,2.0
4,10x16,500,5000,headset,1.0
4,10x16,500,5000,headset,3.0
4,10x16,500,5000,headset,2.0
4,10x16,500,5000,headset,3.0
4,19x31,100,0050,headset,3.0
4,19x31,100,0050,headset,2.0
4,19x31,100,0050,headset,2.0
4,19x31,100,0050,headset,1.0
4,19x31,100,0050,headset,3.0
4,19x31,100,1000,headset,2.0
4,19x31,100,1000,headset,1.0
4,19x31,100,1000,headset,1.0
4,19x31,100,1000,headset,1.0
4,19x31,100,5000,headset,2.0
4,19x31,100,5000,headset,1.0
4,19x31,100,5000,headset,2.0
4,19x31,100,5000,headset,1.0
4,19x31,100,5000,headset,2.0
4,19x31,300,0050,headset,3.0
4,19x31,300,0050,headset,1.0
4,19x31,300,0050,headset,2.0
4,19x31,300,0050,headset,2.0
4,19x31,300,0050,headset,1.0
4,19x31,300,1000,headset,1.0
4,19x31,300,1000,headset,3.0
4,19x31,300,1000,headset,2.0
4,19x31,300,1000,headset,1.0
4,19x31,300,1000,headset,1.0
4,19x31,300,1000,headset,2.0
4,19x31,300,5000,headset,2.0
4,19x31,300,5000,headset,2.0
4,19x31,300,5000,headset,3.0
4,19x31,300,5000,headset,1.0
4,19x31,300,5000,headset,1.0
4,19x31,500,0050,headset,1.0
4,19x31,500,0050,headset,1.0
4,19x31,500,0050,headset,2.0
4,19x31,500,0050,headset,3.0
4,19x31,500,1000,headset,1.0
4,19x31,500,1000,headset,1.0
4,19x31,500,1000,headset,2.0
4,19x31,500,1000,headset,1.0
4,19x31,500,1000,headset,3.0
4,19x31,500,1000,headset,2.0
4,19x31,500,5000,headset,3.0
4,19x31,500,5000,headset,1.0
4,19x31,500,5000,headset,2.0
4,19x31,500,5000,headset,1.0
5,06x10,100,1000,headset,2.0
5,06x10,100,1000,headset,2.0
5,06x10,100,1000,headset,1.0
5,06x10,100,1000,headset,1.0
5,06x10,100,1000,headset,2.0
5,06x10,100,5000,headset,2.0
5,06x10,100,5000,headset,2.0
5,06x10,100,5000,headset,1.0
5,06x10,300,0050,headset,3.0
5,06x10,300,0050,headset,1.0
5,06x10,300,1000,headset,1.0
5,06x10,300,1000,headset,2.0
5,06x10,300,1000,headset,1.0
5,06x10,300,5000,headset,1.0
5,06x10,300,5000,headset,1.0
5,06x10,300,5000,headset,1.0
5,06x10,500,0050,headset,2.0
5,06x10,500,0050,headset,1.0
5,06x10,500,0050,headset,1.0
5,06x10,500,0050,headset,2.0
5,06x10,500,1000,headset,2.0
5,06x10,500,1000,headset,2.0
5,06x10,500,1000,headset,1.0
5,06x10,500,1000,headset,1.0
5,06x10,500,5000,headset,2.0
5,06x10,500,5000,headset,1.0
5,06x10,500,5000,headset,1.0
5,06x10,500,5000,headset,2.0
5,10x16,100,0050,headset,2.0
5,10x16,100,0050,headset,1.0
5,10x16,100,0050,headset,3.0
5,10x16,100,0050,headset,2.0
5,10x16,100,1000,headset,1.0
5,10x16,100,1000,headset,1.0
5,10x16,100,1000,headset,1.0
5,10x16,100,1000,headset,1.0
5,10x16,100,1000,headset,2.0
5,10x16,100,5000,headset,1.0
5,10x16,300,5000,headset,1.0
5,10x16,300,5000,headset,1.0
5,10x16,300,5000,headset,1.0
5,10x16,300,5000,headset,1.0
5,10x16,300,5000,headset,1.0
5,10x16,500,5000,headset,1.0
5,10x16,500,5000,headset,3.0
5,10x16,500,5000,headset,2.0
5,19x31,100,1000,headset,2.0
5,19x31,100,1000,headset,2.0
5,19x31,100,1000,headset,1.0
5,19x31,100,1000,headset,1.0
5,19x31,100,5000,headset,1.0
5,19x31,100,5000,headset,1.0
5,19x31,100,5000,headset,2.0
5,19x31,100,5000,headset,1.0
5,19x31,100,5000,headset,1.0
5,19x31,300,5000,headset,2.0
5,19x31,500,1000,headset,1.0
5,19x31,500,1000,headset,1.0
5,19x31,500,5000,headset,1.0
5,19x31,500,5000,headset,2.0
5,19x31,500,5000,headset,2.0
5,19x31,500,5000,headset,1.0
5,19x31,500,5000,headset,1.0
5,19x31,500,5000,headset,1.0
7,06x10,100,0050,headset,2.0
7,06x10,100,0050,headset,2.0
7,06x10,100,0050,headset,1.0
7,06x10,100,0050,headset,2.0
7,06x10,100,1000,headset,1.0
7,06x10,100,1000,headset,3.0
7,06x10,100,1000,headset,2.0
7,06x10,100,1000,headset,1.0
7,06x10,100,5000,headset,4.0
7,06x10,100,5000,headset,2.0
7,06x10,100,5000,headset,1.0
7,06x10,100,5000,headset,3.0
7,06x10,100,5000,headset,2.0
7,06x10,300,0050,headset,2.0
7,06x10,300,0050,headset,4.0
7,06x10,300,0050,headset,2.0
7,06x10,300,0050,headset,1.0
7,06x10,300,1000,headset,2.0
7,06x10,300,1000,headset,2.0
7,06x10,300,1000,headset,3.0
7,06x10,300,1000,headset,3.0
7,06x10,300,1000,headset,1.0
7,06x10,300,5000,headset,3.0
7,06x10,300,5000,headset,2.0
7,06x10,300,5000,headset,1.0
7,06x10,300,5000,headset,5.0
7,06x10,500,0050,headset,1.0
7,06x10,500,0050,headset,2.0
7,06x10,500,0050,headset,3.0
7,06x10,500,0050,headset,1.0
7,06x10,500,0050,headset,3.0
7,06x10,500,1000,headset,2.0
7,06x10,500,1000,headset,1.0
7,06x10,500,1000,headset,2.0
7,06x10,500,1000,headset,4.0
7,06x10,500,1000,headset,3.0
7,06x10,500,1000,headset,2.0
7,06x10,500,5000,headset,2.0
7,06x10,500,5000,headset,1.0
7,06x10,500,5000,headset,1.0
7,06x10,500,5000,headset,1.0
7,10x16,100,0050,headset,2.0
7,10x16,100,0050,headset,1.0
7,10x16,100,0050,headset,3.0
7,10x16,100,0050,headset,2.0
7,10x16,100,0050,headset,2.0
7,10x16,100,1000,headset,1.0
7,10x16,100,1000,headset,1.0
7,10x16,100,1000,headset,1.0
7,10x16,100,1000,headset,3.0
7,10x16,100,1000,headset,2.0
7,10x16,100,5000,headset,1.0
7,10x16,100,5000,headset,2.0
7,10x16,100,5000,headset,1.0
7,10x16,300,0050,headset,1.0
7,10x16,300,0050,headset,2.0
7,10x16,300,0050,headset,1.0
7,10x16,300,0050,headset,2.0
7,10x16,300,0050,headset,1.0
7,10x16,300,1000,headset,1.0
7,10x16,300,1000,headset,3.0
7,10x16,300,1000,headset,1.0
7,10x16,300,1000,headset,2.0
7,10x16,300,1000,headset,2.0
7,10x16,300,1000,headset,2.0
7,10x16,300,5000,headset,1.0
7,10x16,300,5000,headset,2.0
7,10x16,300,5000,headset,1.0
7,10x16,300,5000,headset,3.0
7,10x16,300,5000,headset,1.0
7,10x16,500,0050,headset,1.0
7,10x16,500,0050,headset,1.0
7,10x16,500,0050,headset,2.0
7,10x16,500,0050,headset,1.0
7,10x16,500,0050,headset,2.0
7,10x16,500,1000,headset,2.0
7,10x16,500,1000,headset,1.0
7,10x16,500,1000,headset,1.0
7,10x16,500,1000,headset,1.0
7,10x16,500,1000,headset,4.0
7,10x16,500,5000,headset,1.0
7,10x16,500,5000,headset,1.0
7,10x16,500,5000,headset,1.0
7,10x16,500,5000,headset,1.0
7,19x31,100,0050,headset,2.0
7,19x31,100,0050,headset,2.0
7,19x31,100,0050,headset,2.0
7,19x31,100,0050,headset,2.0
7,19x31,100,0050,headset,2.0
7,19x31,100,1000,headset,1.0
7,19x31,100,1000,headset,1.0
7,19x31,100,1000,headset,1.0
7,19x31,100,1000,headset,1.0
7,19x31,100,1000,headset,2.0
7,19x31,100,1000,headset,1.0
7,19x31,100,5000,headset,1.0
7,19x31,100,5000,headset,2.0
7,19x31,100,5000,headset,2.0
7,19x31,100,5000,headset,1.0
7,19x31,100,5000,headset,2.0
7,19x31,100,5000,headset,1.0
7,19x31,300,0050,headset,3.0
7,19x31,300,0050,headset,2.0
7,19x31,300,0050,headset,2.0
7,19x31,300,0050,headset,1.0
7,19x31,300,0050,headset,1.0
7,19x31,300,1000,headset,2.0
7,19x31,300,1000,headset,2.0
7,19x31,300,5000,headset,1.0
7,19x31,300,5000,headset,1.0
7,19x31,300,5000,headset,1.0
7,19x31,500,0050,headset,2.0
7,19x31,500,0050,headset,1.0
7,19x31,500,0050,headset,1.0
7,19x31,500,0050,headset,1.0
7,19x31,500,0050,headset,1.0
7,19x31,500,0050,headset,2.0
7,19x31,500,1000,headset,1.0
7,19x31,500,1000,headset,2.0
7,19x31,500,1000,headset,2.0
7,19x31,500,1000,headset,1.0
7,19x31,500,1000,headset,2.0
7,19x31,500,5000,headset,1.0
7,19x31,500,5000,headset,2.0
7,19x31,500,5000,headset,1.0
8,06x10,100,0050,headset,1.0
8,06x10,100,0050,headset,2.0
8,06x10,100,1000,headset,1.0
8,06x10,100,1000,headset,1.0
8,06x10,100,1000,headset,1.0
8,06x10,100,1000,headset,1.0
8,06x10,100,1000,headset,1.0
8,06x10,100,5000,headset,1.0
8,06x10,100,5000,headset,1.0
8,06x10,100,5000,headset,1.0
8,06x10,100,5000,headset,1.0
8,06x10,100,5000,headset,1.0
8,06x10,300,0050,headset,2.0
8,06x10,300,0050,headset,2.0
8,06x10,300,0050,headset,1.0
8,06x10,300,0050,headset,1.0
8,06x10,300,0050,headset,2.0
8,06x10,300,0050,headset,2.0
8,06x10,300,1000,headset,2.0
8,06x10,300,1000,headset,2.0
8,06x10,300,1000,headset,2.0
8,06x10,300,5000,headset,1.0
8,06x10,300,5000,headset,1.0
8,06x10,300,5000,headset,2.0
8,06x10,300,5000,headset,1.0
8,06x10,300,5000,headset,1.0
8,06x10,300,5000,headset,1.0
8,06x10,500,0050,headset,2.0
8,06x10,500,0050,headset,1.0
8,06x10,500,0050,headset,2.0
8,06x10,500,1000,headset,1.0
8,06x10,500,1000,headset,3.0
8,06x10,500,1000,headset,2.0
8,06x10,500,1000,headset,1.0
8,06x10,500,1000,headset,3.0
8,06x10,500,5000,headset,2.0
8,06x10,500,5000,headset,1.0
8,06x10,500,5000,headset,1.0
8,06x10,500,5000,headset,1.0
8,06x10,500,5000,headset,2.0
8,06x10,500,5000,headset,2.0
8,10x16,100,0050,headset,1.0
8,10x16,100,0050,headset,1.0
8,10x16,100,0050,headset,1.0
8,10x16,100,0050,headset,1.0
8,10x16,100,0050,headset,2.0
8,10x16,100,1000,headset,2.0
8,10x16,100,1000,headset,1.0
8,10x16,100,1000,headset,1.0
8,10x16,100,1000,headset,1.0
8,10x16,100,1000,headset,1.0
8,10x16,100,1000,headset,1.0
8,10x16,100,5000,headset,1.0
8,10x16,100,5000,headset,2.0
8,10x16,100,5000,headset,2.0
8,10x16,100,5000,headset,1.0
8,10x16,100,5000,headset,1.0
8,10x16,100,5000,headset,2.0
8,10x16,300,0050,headset,2.0
8,10x16,300,0050,headset,1.0
8,10x16,300,0050,headset,2.0
8,10x16,300,0050,headset,1.0
8,10x16,300,0050,headset,1.0
8,10x16,300,1000,headset,1.0
8,10x16,300,1000,headset,1.0
8,10x16,300,1000,headset,1.0
8,10x16,300,1000,headset,1.0
8,10x16,300,1000,headset,2.0
8,10x16,300,5000,headset,1.0
8,10x16,300,5000,headset,1.0
8,10x16,300,5000,headset,1.0
8,10x16,300,5000,headset,1.0
8,10x16,300,5000,headset,1.0
8,10x16,500,0050,headset,2.0
8,10x16,500,0050,headset,2.0
8,10x16,500,0050,headset,1.0
8,10x16,500,0050,headset,1.0
8,10x16,500,0050,headset,2.0
8,10x16,500,1000,headset,1.0
8,10x16,500,1000,headset,2.0
8,10x16,500,1000,headset,2.0
8,10x16,500,1000,headset,1.0
8,10x16,500,1000,headset,1.0
8,10x16,500,5000,headset,1.0
8,10x16,500,5000,headset,1.0
8,10x16,500,5000,headset,1.0
8,10x16,500,5000,headset,1.0
8,10x16,500,5000,headset,1.0
8,19x31,100,0050,headset,2.0
8,19x31,100,0050,headset,1.0
8,19x31,100,0050,headset,2.0
8,19x31,100,0050,headset,1.0
8,19x31,100,0050,headset,2.0
8,19x31,100,0050,headset,1.0
8,19x31,100,1000,headset,2.0
8,19x31,100,1000,headset,2.0
8,19x31,100,1000,headset,1.0
8,19x31,100,1000,headset,2.0
8,19x31,100,1000,headset,2.0
8,19x31,100,5000,headset,1.0
8,19x31,100,5000,headset,2.0
8,19x31,100,5000,headset,1.0
8,19x31,100,5000,headset,1.0
8,19x31,100,5000,headset,2.0
8,19x31,300,0050,headset,1.0
8,19x31,300,0050,headset,1.0
8,19x31,300,0050,headset,1.0
8,19x31,300,0050,headset,2.0
8,19x31,300,0050,headset,1.0
8,19x31,300,1000,headset,1.0
8,19x31,300,1000,headset,3.0
8,19x31,300,1000,headset,1.0
8,19x31,300,1000,headset,2.0
8,19x31,300,1000,headset,2.0
8,19x31,300,1000,headset,2.0
8,19x31,300,5000,headset,1.0
8,19x31,300,5000,headset,3.0
8,19x31,300,5000,headset,2.0
8,19x31,300,5000,headset,1.0
8,19x31,500,0050,headset,2.0
8,19x31,500,0050,headset,2.0
8,19x31,500,0050,headset,1.0
8,19x31,500,0050,headset,1.0
8,19x31,500,1000,headset,3.0
8,19x31,500,1000,headset,1.0
8,19x31,500,1000,headset,2.0
8,19x31,500,1000,headset,2.0
8,19x31,500,1000,headset,2.0
8,19x31,500,1000,headset,1.0
8,19x31,500,5000,headset,1.0
8,19x31,500,5000,headset,1.0
8,19x31,500,5000,headset,2.0
8,19x31,500,5000,headset,1.0
8,19x31,500,5000,headset,3.0
8,19x31,500,5000,headset,1.0
9,06x10,100,0050,headset,3.0
9,06x10,100,0050,headset,1.0
9,06x10,100,0050,headset,1.0
9,06x10,100,0050,headset,1.0
9,06x10,100,1000,headset,2.0
9,06x10,100,1000,headset,2.0
9,06x10,100,1000,headset,2.0
9,06x10,100,1000,headset,1.0
9,06x10,100,1000,headset,2.0
9,06x10,100,5000,headset,2.0
9,06x10,100,5000,headset,3.0
9,06x10,100,5000,headset,3.0
9,06x10,100,5000,headset,1.0
9,06x10,100,5000,headset,2.0
9,06x10,100,5000,headset,3.0
9,06x10,300,0050,headset,1.0
9,06x10,300,0050,headset,1.0
9,06x10,300,0050,headset,2.0
9,06x10,300,0050,headset,1.0
9,06x10,300,0050,headset,2.0
9,06x10,300,0050,headset,2.0
9,06x10,300,1000,headset,2.0
9,06x10,300,1000,headset,1.0
9,06x10,300,1000,headset,1.0
9,06x10,300,1000,headset,1.0
9,06x10,300,1000,headset,1.0
9,06x10,300,5000,headset,2.0
9,06x10,300,5000,headset,1.0
9,06x10,300,5000,headset,2.0
9,06x10,300,5000,headset,2.0
9,06x10,500,0050,headset,2.0
9,06x10,500,0050,headset,2.0
9,06x10,500,0050,headset,2.0
9,06x10,500,0050,headset,2.0
9,06x10,500,0050,headset,1.0
9,06x10,500,1000,headset,1.0
