(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(0.0, 1.8, -1.0)
(-0.2, 1.8, -1.0)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.2)
(0.2, 1.8, -1.1)
(0.7, 1.8, -1.0)
(0.2, 1.8, -1.0)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
(-0.7, 1.8, -1.1)
