12.71638(0.0, 1.8, -1.0)
13.21984(0.0, 1.8, -1.0)
13.7364(0.0, 1.8, -1.0)
14.2365(0.0, 1.8, -1.0)
14.75309(0.0, 1.8, -1.0)
15.25313(0.0, 1.8, -1.0)
15.76973(0.0, 1.8, -1.0)
16.26976(0.0, 1.8, -1.0)
16.78642(0.0, 1.8, -1.0)
17.28642(0.0, 1.8, -1.0)
17.80308(0.0, 1.8, -1.0)
18.31974(0.0, 1.8, -1.0)
18.83639(0.0, 1.8, -1.0)
19.35305(0.0, 1.8, -1.0)
19.86969(0.0, 1.8, -1.0)
20.38638(0.0, 1.8, -1.0)
20.90301(0.0, 1.8, -1.0)
21.40303(0.0, 1.8, -1.0)
21.91966(0.0, 1.8, -1.0)
22.41967(0.0, 1.8, -1.0)
22.9363(0.0, 1.8, -1.0)
23.43631(0.0, 1.8, -1.0)
23.95298(0.0, 1.8, -1.0)
24.46965(0.0, 1.8, -1.0)
24.98631(0.0, 1.8, -1.0)
25.50296(0.0, 1.8, -1.0)
26.01958(0.0, 1.8, -1.0)
26.5196(0.0, 1.8, -1.0)
27.03626(0.0, 1.8, -1.0)
27.5529(0.0, 1.8, -1.0)
28.06955(0.0, 1.8, -1.0)
28.56958(0.0, 1.8, -1.0)
29.08622(0.0, 1.8, -1.0)
29.60284(0.0, 1.8, -1.0)
30.10288(0.0, 1.8, -1.0)
30.61952(0.0, 1.8, -1.0)
31.13619(0.0, 1.8, -1.0)
31.63619(0.0, 1.8, -1.0)
32.1528(0.0, 1.8, -1.0)
32.65282(0.0, 1.8, -1.0)
33.1695(0.0, 1.8, -1.0)
33.68614(0.0, 1.8, -1.0)
34.20281(0.0, 1.8, -1.0)
34.71947(0.0, 1.8, -1.0)
35.23613(0.0, 1.8, -1.0)
35.75279(0.0, 1.8, -1.0)
36.26945(0.0, 1.8, -1.0)
36.78609(0.0, 1.8, -1.0)
37.30277(0.0, 1.8, -1.0)
37.81939(0.0, 1.8, -1.0)
38.3194(0.0, 1.8, -1.0)
38.83604(0.0, 1.8, -1.0)
39.33606(0.0, 1.8, -1.0)
39.85271(0.0, 1.8, -1.0)
40.35271(0.0, 1.8, -1.0)
40.86932(0.0, 1.8, -1.0)
