Subject,Device,Rho,Lambda,Display,Time
4,monitor_10x16,monitor_300,monitor_5000,monitor,16.246474222222222
4,monitor_10x16,monitor_500,monitor_0050,monitor,5.447889666666666
4,monitor_10x16,monitor_500,monitor_1000,monitor,7.144694222222223
4,monitor_10x16,monitor_500,monitor_5000,monitor,11.675904333333333
4,monitor_19x31,monitor_100,monitor_0050,monitor,18.12098466666667
4,monitor_19x31,monitor_100,monitor_1000,monitor,5.095106333333333
4,monitor_19x31,monitor_100,monitor_5000,monitor,6.748263555555557
4,monitor_19x31,monitor_300,monitor_0050,monitor,3.2268201111111114
4,monitor_19x31,monitor_300,monitor_1000,monitor,3.5378008888888886
4,monitor_19x31,monitor_300,monitor_5000,monitor,7.9014756666666655
4,monitor_19x31,monitor_500,monitor_0050,monitor,3.7278374444444444
4,monitor_19x31,monitor_500,monitor_1000,monitor,6.174764
4,monitor_19x31,monitor_500,monitor_5000,monitor,14.741053222222225
5,monitor_06x10,monitor_100,monitor_0050,monitor,3.073811888888889
5,monitor_06x10,monitor_100,monitor_1000,monitor,12.448323111111112
5,monitor_06x10,monitor_100,monitor_5000,monitor,10.026028
5,monitor_06x10,monitor_300,monitor_0050,monitor,6.213080555555556
5,monitor_06x10,monitor_300,monitor_1000,monitor,8.711819444444442
5,monitor_06x10,monitor_300,monitor_5000,monitor,10.361626333333332
5,monitor_06x10,monitor_500,monitor_0050,monitor,5.842881888888889
5,monitor_06x10,monitor_500,monitor_1000,monitor,10.847845666666666
5,monitor_06x10,monitor_500,monitor_5000,monitor,8.747659777777777
5,monitor_10x16,monitor_100,monitor_0050,monitor,3.3785671111111113
5,monitor_10x16,monitor_100,monitor_1000,monitor,5.850246888888889
5,monitor_10x16,monitor_100,monitor_5000,monitor,13.910624444444444
5,monitor_10x16,monitor_300,monitor_0050,monitor,2.493923555555556
5,monitor_10x16,monitor_300,monitor_1000,monitor,5.686180888888889
5,monitor_10x16,monitor_300,monitor_5000,monitor,14.590494888888887
5,monitor_10x16,monitor_500,monitor_0050,monitor,3.865926111111111
5,monitor_10x16,monitor_500,monitor_1000,monitor,7.057111777777778
5,monitor_10x16,monitor_500,monitor_5000,monitor,10.915757666666666
5,monitor_19x31,monitor_100,monitor_0050,monitor,6.566018777777777
5,monitor_19x31,monitor_100,monitor_1000,monitor,8.62426088888889
5,monitor_19x31,monitor_100,monitor_5000,monitor,15.039618222222222
5,monitor_19x31,monitor_300,monitor_0050,monitor,2.8640001111111113
5,monitor_19x31,monitor_300,monitor_1000,monitor,5.419610111111112
5,monitor_19x31,monitor_300,monitor_5000,monitor,9.963283888888888
5,monitor_19x31,monitor_500,monitor_0050,monitor,3.7228733333333333
5,monitor_19x31,monitor_500,monitor_1000,monitor,8.034430555555554
5,monitor_19x31,monitor_500,monitor_5000,monitor,11.937133777777778
7,monitor_06x10,monitor_100,monitor_0050,monitor,8.318224444444446
7,monitor_06x10,monitor_100,monitor_1000,monitor,10.719374111111112
7,monitor_06x10,monitor_100,monitor_5000,monitor,8.67233611111111
7,monitor_06x10,monitor_300,monitor_0050,monitor,6.778239444444444
7,monitor_06x10,monitor_300,monitor_1000,monitor,8.151678777777779
7,monitor_06x10,monitor_300,monitor_5000,monitor,14.293185666666666
7,monitor_06x10,monitor_500,monitor_0050,monitor,6.636244111111112
7,monitor_06x10,monitor_500,monitor_1000,monitor,10.781257777777776
7,monitor_06x10,monitor_500,monitor_5000,monitor,9.83477011111111
7,monitor_10x16,monitor_100,monitor_0050,monitor,2.711046111111111
7,monitor_10x16,monitor_100,monitor_1000,monitor,7.994262222222223
7,monitor_10x16,monitor_100,monitor_5000,monitor,9.431260777777778
7,monitor_10x16,monitor_300,monitor_0050,monitor,3.108371222222222
7,monitor_10x16,monitor_300,monitor_1000,monitor,4.707600888888889
7,monitor_10x16,monitor_300,monitor_5000,monitor,12.291612333333333
7,monitor_10x16,monitor_500,monitor_0050,monitor,4.468180333333334
7,monitor_10x16,monitor_500,monitor_1000,monitor,5.459065666666667
7,monitor_10x16,monitor_500,monitor_5000,monitor,7.744397444444445
7,monitor_19x31,monitor_100,monitor_0050,monitor,5.509647111111111
7,monitor_19x31,monitor_100,monitor_1000,monitor,4.157253666666667
7,monitor_19x31,monitor_100,monitor_5000,monitor,8.357747333333334
7,monitor_19x31,monitor_300,monitor_0050,monitor,2.609795444444444
7,monitor_19x31,monitor_300,monitor_1000,monitor,3.4353164444444446
7,monitor_19x31,monitor_300,monitor_5000,monitor,9.548353333333333
7,monitor_19x31,monitor_500,monitor_0050,monitor,6.3549227777777775
7,monitor_19x31,monitor_500,monitor_1000,monitor,4.127631444444445
7,monitor_19x31,monitor_500,monitor_5000,monitor,9.631130555555554
8,monitor_06x10,monitor_100,monitor_0050,monitor,3.814751555555555
8,monitor_06x10,monitor_100,monitor_1000,monitor,2.9795872222222224
8,monitor_06x10,monitor_100,monitor_5000,monitor,4.940667111111112
8,monitor_06x10,monitor_300,monitor_0050,monitor,13.155333444444445
8,monitor_06x10,monitor_300,monitor_1000,monitor,3.951795666666667
8,monitor_06x10,monitor_300,monitor_5000,monitor,7.359131444444444
8,monitor_06x10,monitor_500,monitor_0050,monitor,6.859150777777778
8,monitor_06x10,monitor_500,monitor_1000,monitor,4.020304666666666
8,monitor_06x10,monitor_500,monitor_5000,monitor,5.027693222222222
8,monitor_10x16,monitor_100,monitor_0050,monitor,2.792561888888889
8,monitor_10x16,monitor_100,monitor_1000,monitor,3.4018013333333332
8,monitor_10x16,monitor_100,monitor_5000,monitor,8.710951222222223
8,monitor_10x16,monitor_300,monitor_0050,monitor,2.9166123333333336
8,monitor_10x16,monitor_300,monitor_1000,monitor,2.453654111111111
8,monitor_10x16,monitor_300,monitor_5000,monitor,6.362860444444444
8,monitor_10x16,monitor_500,monitor_0050,monitor,3.3388536666666666
8,monitor_10x16,monitor_500,monitor_1000,monitor,5.629530222222223
8,monitor_10x16,monitor_500,monitor_5000,monitor,6.727669888888889
8,monitor_19x31,monitor_100,monitor_0050,monitor,4.842510666666667
8,monitor_19x31,monitor_100,monitor_1000,monitor,2.177734444444445
8,monitor_19x31,monitor_100,monitor_5000,monitor,3.2277291111111115
8,monitor_19x31,monitor_300,monitor_0050,monitor,4.01289211111111
8,monitor_19x31,monitor_300,monitor_1000,monitor,2.592543
8,monitor_19x31,monitor_300,monitor_5000,monitor,3.2666152222222227
8,monitor_19x31,monitor_500,monitor_0050,monitor,2.516615
8,monitor_19x31,monitor_500,monitor_1000,monitor,4.725850444444445
8,monitor_19x31,monitor_500,monitor_5000,monitor,4.070312666666666
9,monitor_06x10,monitor_100,monitor_0050,monitor,4.320136222222222
9,monitor_06x10,monitor_100,monitor_1000,monitor,2.418565555555556
9,monitor_06x10,monitor_100,monitor_5000,monitor,2.9738634444444445
9,monitor_06x10,monitor_300,monitor_0050,monitor,4.405300333333333
9,monitor_06x10,monitor_300,monitor_1000,monitor,5.927965222222222
9,monitor_06x10,monitor_300,monitor_5000,monitor,2.0643717777777777
9,monitor_06x10,monitor_500,monitor_0050,monitor,4.083245333333333
9,monitor_06x10,monitor_500,monitor_1000,monitor,4.260952444444444
9,monitor_06x10,monitor_500,monitor_5000,monitor,2.2643635555555557
9,monitor_10x16,monitor_100,monitor_0050,monitor,3.8055555555555554
9,monitor_10x16,monitor_100,monitor_1000,monitor,8.535428000000001
9,monitor_10x16,monitor_100,monitor_5000,monitor,4.690320777777777
9,monitor_10x16,monitor_300,monitor_0050,monitor,4.538601333333333
9,monitor_10x16,monitor_300,monitor_1000,monitor,2.5432264444444446
9,monitor_10x16,monitor_300,monitor_5000,monitor,2.7184923333333333
9,monitor_10x16,monitor_500,monitor_0050,monitor,2.282769111111111
9,monitor_10x16,monitor_500,monitor_1000,monitor,3.2169594444444445
9,monitor_10x16,monitor_500,monitor_5000,monitor,2.566637
9,monitor_19x31,monitor_100,monitor_0050,monitor,8.959899555555555
9,monitor_19x31,monitor_100,monitor_1000,monitor,2.212483666666667
9,monitor_19x31,monitor_100,monitor_5000,monitor,4.718736444444444
9,monitor_19x31,monitor_300,monitor_0050,monitor,3.592122444444445
9,monitor_19x31,monitor_300,monitor_1000,monitor,6.820157333333333
9,monitor_19x31,monitor_300,monitor_5000,monitor,4.995107111111111
9,monitor_19x31,monitor_500,monitor_0050,monitor,4.1473931111111115
9,monitor_19x31,monitor_500,monitor_1000,monitor,2.4173447777777777
9,monitor_19x31,monitor_500,monitor_5000,monitor,3.0084094444444442
10,monitor_06x10,monitor_100,monitor_0050,monitor,18.267959444444443
10,monitor_06x10,monitor_100,monitor_1000,monitor,43.274277777777776
10,monitor_06x10,monitor_100,monitor_5000,monitor,6.675564111111111
10,monitor_06x10,monitor_300,monitor_0050,monitor,18.76774088888889
10,monitor_06x10,monitor_300,monitor_1000,monitor,17.925402444444444
10,monitor_06x10,monitor_300,monitor_5000,monitor,10.016980666666665
10,monitor_06x10,monitor_500,monitor_0050,monitor,32.49081666666667
10,monitor_06x10,monitor_500,monitor_1000,monitor,41.89881555555556
10,monitor_06x10,monitor_500,monitor_5000,monitor,21.701958222222217
10,monitor_10x16,monitor_100,monitor_0050,monitor,6.114610444444445
10,monitor_10x16,monitor_100,monitor_1000,monitor,7.095730444444445
10,monitor_10x16,monitor_100,monitor_5000,monitor,15.496637555555557
10,monitor_10x16,monitor_300,monitor_0050,monitor,5.279703777777779
10,monitor_10x16,monitor_300,monitor_1000,monitor,10.165065777777778
10,monitor_10x16,monitor_300,monitor_5000,monitor,10.948134333333332
10,monitor_10x16,monitor_500,monitor_0050,monitor,6.638509333333333
10,monitor_10x16,monitor_500,monitor_1000,monitor,10.979629555555556
10,monitor_10x16,monitor_500,monitor_5000,monitor,9.159884333333332
10,monitor_19x31,monitor_100,monitor_0050,monitor,6.466336
10,monitor_19x31,monitor_100,monitor_1000,monitor,7.277181555555554
10,monitor_19x31,monitor_100,monitor_5000,monitor,24.230739777777778
10,monitor_19x31,monitor_300,monitor_0050,monitor,4.748372444444445
10,monitor_19x31,monitor_300,monitor_1000,monitor,8.208333000000001
10,monitor_19x31,monitor_300,monitor_5000,monitor,17.655163333333334
10,monitor_19x31,monitor_500,monitor_0050,monitor,5.077908
10,monitor_19x31,monitor_500,monitor_1000,monitor,6.597791777777778
10,monitor_19x31,monitor_500,monitor_5000,monitor,11.686795333333333
11,monitor_06x10,monitor_100,monitor_0050,monitor,5.662651444444445
11,monitor_06x10,monitor_100,monitor_1000,monitor,4.884033222222222
11,monitor_06x10,monitor_100,monitor_5000,monitor,8.58962688888889
11,monitor_06x10,monitor_300,monitor_0050,monitor,7.190327666666668
11,monitor_06x10,monitor_300,monitor_1000,monitor,5.2122255555555554
11,monitor_06x10,monitor_300,monitor_5000,monitor,6.233968555555555
11,monitor_06x10,monitor_500,monitor_0050,monitor,3.6217313333333334
11,monitor_06x10,monitor_500,monitor_1000,monitor,6.247640333333333
11,monitor_06x10,monitor_500,monitor_5000,monitor,5.671346
11,monitor_10x16,monitor_100,monitor_0050,monitor,5.232068777777777
11,monitor_10x16,monitor_100,monitor_1000,monitor,4.559516111111112
11,monitor_10x16,monitor_100,monitor_5000,monitor,4.703925333333333
11,monitor_10x16,monitor_300,monitor_0050,monitor,4.409010222222221
11,monitor_10x16,monitor_300,monitor_1000,monitor,6.443793222222222
11,monitor_10x16,monitor_300,monitor_5000,monitor,7.081746222222222
11,monitor_10x16,monitor_500,monitor_0050,monitor,4.125162777777778
11,monitor_10x16,monitor_500,monitor_1000,monitor,3.1725397777777777
11,monitor_10x16,monitor_500,monitor_5000,monitor,4.3966199999999995
11,monitor_19x31,monitor_100,monitor_0050,monitor,8.145352888888889
11,monitor_19x31,monitor_100,monitor_1000,monitor,8.365115444444445
11,monitor_19x31,monitor_100,monitor_5000,monitor,10.69451222222222
11,monitor_19x31,monitor_300,monitor_0050,monitor,4.015333333333334
11,monitor_19x31,monitor_300,monitor_1000,monitor,4.988925
11,monitor_19x31,monitor_300,monitor_5000,monitor,4.294203111111112
11,monitor_19x31,monitor_500,monitor_0050,monitor,9.52379
11,monitor_19x31,monitor_500,monitor_1000,monitor,5.418320888888889
11,monitor_19x31,monitor_500,monitor_5000,monitor,8.040527222222222
12,monitor_06x10,monitor_100,monitor_0050,monitor,1.6184896666666668
12,monitor_06x10,monitor_100,monitor_1000,monitor,1.8907063333333332
12,monitor_06x10,monitor_100,monitor_5000,monitor,9.314663222222222
12,monitor_06x10,monitor_300,monitor_0050,monitor,2.7592095555555556
12,monitor_06x10,monitor_300,monitor_1000,monitor,2.353651222222222
12,monitor_06x10,monitor_300,monitor_5000,monitor,1.683309
12,monitor_06x10,monitor_500,monitor_0050,monitor,1.8851453333333335
12,monitor_06x10,monitor_500,monitor_1000,monitor,2.0777452555555556
12,monitor_06x10,monitor_500,monitor_5000,monitor,1.9332954444444443
12,monitor_10x16,monitor_100,monitor_0050,monitor,2.5777316666666668
12,monitor_10x16,monitor_100,monitor_1000,monitor,2.127739777777778
12,monitor_10x16,monitor_100,monitor_5000,monitor,12.210903444444446
12,monitor_10x16,monitor_300,monitor_0050,monitor,2.6258816666666664
12,monitor_10x16,monitor_300,monitor_1000,monitor,1.9758978888888887
12,monitor_10x16,monitor_300,monitor_5000,monitor,1.7592232222222222
12,monitor_10x16,monitor_500,monitor_0050,monitor,3.2666152222222227
12,monitor_10x16,monitor_500,monitor_1000,monitor,3.1166180000000008
12,monitor_10x16,monitor_500,monitor_5000,monitor,3.0536431111111115
12,monitor_19x31,monitor_100,monitor_0050,monitor,5.948041777777778
12,monitor_19x31,monitor_100,monitor_1000,monitor,1.8536785555555555
12,monitor_19x31,monitor_100,monitor_5000,monitor,2.555528555555556
12,monitor_19x31,monitor_300,monitor_0050,monitor,3.1388414444444446
12,monitor_19x31,monitor_300,monitor_1000,monitor,3.4869453333333333
12,monitor_19x31,monitor_300,monitor_5000,monitor,2.0851507777777774
12,monitor_19x31,monitor_500,monitor_0050,monitor,2.412923222222222
12,monitor_19x31,monitor_500,monitor_1000,monitor,2.5629203333333335
12,monitor_19x31,monitor_500,monitor_5000,monitor,2.272176
13,monitor_06x10,monitor_100,monitor_0050,monitor,6.87813988888889
13,monitor_06x10,monitor_100,monitor_1000,monitor,16.078626444444446
13,monitor_06x10,monitor_100,monitor_5000,monitor,5.668891222222222
13,monitor_06x10,monitor_300,monitor_0050,monitor,5.265299444444444
13,monitor_06x10,monitor_300,monitor_1000,monitor,7.981296222222222
13,monitor_06x10,monitor_300,monitor_5000,monitor,4.723633333333334
13,monitor_06x10,monitor_500,monitor_0050,monitor,8.403320555555556
13,monitor_06x10,monitor_500,monitor_1000,monitor,11.689419000000001
13,monitor_06x10,monitor_500,monitor_5000,monitor,7.735718333333334
13,monitor_10x16,monitor_100,monitor_0050,monitor,5.191311222222222
13,monitor_10x16,monitor_100,monitor_1000,monitor,7.523519222222221
13,monitor_10x16,monitor_100,monitor_5000,monitor,5.013617666666667
13,monitor_10x16,monitor_300,monitor_0050,monitor,2.654296666666667
13,monitor_10x16,monitor_300,monitor_1000,monitor,5.440572222222222
13,monitor_10x16,monitor_300,monitor_5000,monitor,6.388292888888889
13,monitor_10x16,monitor_500,monitor_0050,monitor,3.4835070000000004
13,monitor_10x16,monitor_500,monitor_1000,monitor,6.227871
13,monitor_10x16,monitor_500,monitor_5000,monitor,7.048380555555556
13,monitor_19x31,monitor_100,monitor_0050,monitor,6.629004444444444
13,monitor_19x31,monitor_100,monitor_1000,monitor,4.9210344444444445
13,monitor_19x31,monitor_100,monitor_5000,monitor,9.721245777777776
13,monitor_19x31,monitor_300,monitor_0050,monitor,2.8319227777777782
13,monitor_19x31,monitor_300,monitor_1000,monitor,8.423027666666668
13,monitor_19x31,monitor_300,monitor_5000,monitor,12.717604444444444
13,monitor_19x31,monitor_500,monitor_0050,monitor,4.749579222222222
13,monitor_19x31,monitor_500,monitor_1000,monitor,8.737725000000001
13,monitor_19x31,monitor_500,monitor_5000,monitor,6.574381333333334
14,monitor_06x10,monitor_100,monitor_0050,monitor,4.346232222222222
14,monitor_06x10,monitor_100,monitor_1000,monitor,3.514757
14,monitor_06x10,monitor_100,monitor_5000,monitor,13.409028444444445
14,monitor_06x10,monitor_300,monitor_0050,monitor,3.548990888888889
14,monitor_06x10,monitor_300,monitor_1000,monitor,14.018311222222222
14,monitor_06x10,monitor_300,monitor_5000,monitor,6.542481111111112
14,monitor_06x10,monitor_500,monitor_0050,monitor,4.555487777777778
14,monitor_06x10,monitor_500,monitor_1000,monitor,4.638821222222222
14,monitor_06x10,monitor_500,monitor_5000,monitor,14.51458788888889
14,monitor_10x16,monitor_100,monitor_0050,monitor,2.1703288888888888
14,monitor_10x16,monitor_100,monitor_1000,monitor,5.2239988888888895
14,monitor_10x16,monitor_100,monitor_5000,monitor,13.801648666666667
14,monitor_10x16,monitor_300,monitor_0050,monitor,2.780734444444444
14,monitor_10x16,monitor_300,monitor_1000,monitor,5.277710444444445
14,monitor_10x16,monitor_300,monitor_5000,monitor,11.964618999999999
14,monitor_10x16,monitor_500,monitor_0050,monitor,4.557339222222222
14,monitor_10x16,monitor_500,monitor_1000,monitor,3.5277236666666663
14,monitor_10x16,monitor_500,monitor_5000,monitor,13.633137777777776
14,monitor_19x31,monitor_100,monitor_0050,monitor,3.170315222222222
14,monitor_19x31,monitor_100,monitor_1000,monitor,3.757846444444444
14,monitor_19x31,monitor_100,monitor_5000,monitor,7.833211222222222
14,monitor_19x31,monitor_300,monitor_0050,monitor,3.4147677777777776
14,monitor_19x31,monitor_300,monitor_1000,monitor,4.246229333333334
14,monitor_19x31,monitor_300,monitor_5000,monitor,11.014649222222221
14,monitor_19x31,monitor_500,monitor_0050,monitor,2.035156222222222
14,monitor_19x31,monitor_500,monitor_1000,monitor,3.3499484444444443
14,monitor_19x31,monitor_500,monitor_5000,monitor,5.992485666666667
15,monitor_06x10,monitor_100,monitor_0050,monitor,0.8944329666666668
15,monitor_06x10,monitor_100,monitor_1000,monitor,0.7499864444444445
15,monitor_06x10,monitor_100,monitor_5000,monitor,0.9221938222222222
15,monitor_06x10,monitor_300,monitor_0050,monitor,4.886961111111111
15,monitor_06x10,monitor_300,monitor_1000,monitor,0.3166639811111111
15,monitor_06x10,monitor_300,monitor_5000,monitor,0.5536770222222223
15,monitor_06x10,monitor_500,monitor_0050,monitor,0.3722127322222223
15,monitor_06x10,monitor_500,monitor_1000,monitor,0.4925808666666668
15,monitor_06x10,monitor_500,monitor_5000,monitor,1.8499645555555557
15,monitor_10x16,monitor_100,monitor_0050,monitor,3.9832594444444447
15,monitor_10x16,monitor_100,monitor_1000,monitor,0.4073995
15,monitor_10x16,monitor_100,monitor_5000,monitor,0.4999932111111111
15,monitor_10x16,monitor_300,monitor_0050,monitor,3.477718777777778
15,monitor_10x16,monitor_300,monitor_1000,monitor,0.2425808444444445
15,monitor_10x16,monitor_300,monitor_5000,monitor,0.24445257555555555
15,monitor_10x16,monitor_500,monitor_0050,monitor,0.24258762222222222
15,monitor_10x16,monitor_500,monitor_1000,monitor,0.3796047633333333
15,monitor_10x16,monitor_500,monitor_5000,monitor,1.8036769666666668
15,monitor_19x31,monitor_100,monitor_0050,monitor,4.607335111111111
15,monitor_19x31,monitor_100,monitor_1000,monitor,0.3518473222222222
15,monitor_19x31,monitor_100,monitor_5000,monitor,0.7425774444444444
15,monitor_19x31,monitor_300,monitor_0050,monitor,0.21666123999999998
15,monitor_19x31,monitor_300,monitor_1000,monitor,0.3240695555555556
15,monitor_19x31,monitor_300,monitor_5000,monitor,1.6221957666666666
15,monitor_19x31,monitor_500,monitor_0050,monitor,0.27036540000000003
15,monitor_19x31,monitor_500,monitor_1000,monitor,0.592583611111111
15,monitor_19x31,monitor_500,monitor_5000,monitor,0.6462842666666666
16,monitor_06x10,monitor_100,monitor_0050,monitor,5.156768888888888
16,monitor_06x10,monitor_100,monitor_1000,monitor,1.9904106666666668
16,monitor_06x10,monitor_100,monitor_5000,monitor,2.269232888888889
16,monitor_06x10,monitor_300,monitor_0050,monitor,3.5328642222222224
16,monitor_06x10,monitor_300,monitor_1000,monitor,1.9521213333333334
16,monitor_06x10,monitor_300,monitor_5000,monitor,2.967705444444445
16,monitor_06x10,monitor_500,monitor_0050,monitor,3.6377225555555555
16,monitor_06x10,monitor_500,monitor_1000,monitor,2.3716295555555553
16,monitor_06x10,monitor_500,monitor_5000,monitor,2.4852496666666664
16,monitor_10x16,monitor_100,monitor_0050,monitor,4.2411158888888885
16,monitor_10x16,monitor_100,monitor_1000,monitor,7.455586999999999
16,monitor_10x16,monitor_100,monitor_5000,monitor,1.9447156666666667
16,monitor_10x16,monitor_300,monitor_0050,monitor,2.9282634444444446
16,monitor_10x16,monitor_300,monitor_1000,monitor,5.127095444444445
16,monitor_10x16,monitor_300,monitor_5000,monitor,4.060974222222223
16,monitor_10x16,monitor_500,monitor_0050,monitor,6.085958222222222
16,monitor_10x16,monitor_500,monitor_1000,monitor,3.6759846666666665
16,monitor_10x16,monitor_500,monitor_5000,monitor,1.9213459999999998
16,monitor_19x31,monitor_100,monitor_0050,monitor,5.638019222222222
16,monitor_19x31,monitor_100,monitor_1000,monitor,4.216430777777777
16,monitor_19x31,monitor_100,monitor_5000,monitor,1.4943305555555555
16,monitor_19x31,monitor_300,monitor_0050,monitor,2.264377222222222
16,monitor_19x31,monitor_300,monitor_1000,monitor,4.158474333333334
16,monitor_19x31,monitor_300,monitor_5000,monitor,2.178019
16,monitor_19x31,monitor_500,monitor_0050,monitor,3.920349
16,monitor_19x31,monitor_500,monitor_1000,monitor,2.7208862222222217
16,monitor_19x31,monitor_500,monitor_5000,monitor,1.8349440333333331
17,monitor_06x10,monitor_100,monitor_0050,monitor,3.0480923333333334
17,monitor_06x10,monitor_100,monitor_1000,monitor,4.985107333333334
17,monitor_06x10,monitor_100,monitor_5000,monitor,4.124016777777778
17,monitor_06x10,monitor_300,monitor_0050,monitor,1.8870035555555553
17,monitor_06x10,monitor_300,monitor_1000,monitor,2.3295898888888886
17,monitor_06x10,monitor_300,monitor_5000,monitor,4.356899555555555
17,monitor_06x10,monitor_500,monitor_0050,monitor,3.2832779999999997
17,monitor_06x10,monitor_500,monitor_1000,monitor,5.05731888888889
17,monitor_06x10,monitor_500,monitor_5000,monitor,5.673977555555556
17,monitor_10x16,monitor_100,monitor_0050,monitor,1.6184964444444443
17,monitor_10x16,monitor_100,monitor_1000,monitor,3.6851264444444443
17,monitor_10x16,monitor_100,monitor_5000,monitor,2.809204222222222
17,monitor_10x16,monitor_300,monitor_0050,monitor,1.8536783666666667
17,monitor_10x16,monitor_300,monitor_1000,monitor,3.144375222222222
17,monitor_10x16,monitor_300,monitor_5000,monitor,4.118448888888889
17,monitor_10x16,monitor_500,monitor_0050,monitor,1.4444309333333334
17,monitor_10x16,monitor_500,monitor_1000,monitor,2.6073675555555553
17,monitor_10x16,monitor_500,monitor_5000,monitor,3.3147514444444446
17,monitor_19x31,monitor_100,monitor_0050,monitor,1.6129317666666667
17,monitor_19x31,monitor_100,monitor_1000,monitor,2.544399888888889
17,monitor_19x31,monitor_100,monitor_5000,monitor,4.629547333333333
17,monitor_19x31,monitor_300,monitor_0050,monitor,1.466647677777778
17,monitor_19x31,monitor_300,monitor_1000,monitor,1.7295939777777778
17,monitor_19x31,monitor_300,monitor_5000,monitor,4.512885333333333
17,monitor_19x31,monitor_500,monitor_0050,monitor,2.7221747777777776
17,monitor_19x31,monitor_500,monitor_1000,monitor,1.5981038888888888
17,monitor_19x31,monitor_500,monitor_5000,monitor,3.851779777777778
18,monitor_06x10,monitor_100,monitor_0050,monitor,9.194282222222222
18,monitor_06x10,monitor_100,monitor_1000,monitor,23.934786222222225
18,monitor_06x10,monitor_100,monitor_5000,monitor,32.41052333333333
18,monitor_06x10,monitor_300,monitor_0050,monitor,7.207274888888888
18,monitor_06x10,monitor_300,monitor_1000,monitor,5.975802888888889
18,monitor_06x10,monitor_300,monitor_5000,monitor,19.521890999999997
18,monitor_06x10,monitor_500,monitor_0050,monitor,24.130609888888888
18,monitor_06x10,monitor_500,monitor_1000,monitor,8.631320333333333
18,monitor_06x10,monitor_500,monitor_5000,monitor,13.579400111111111
18,monitor_10x16,monitor_100,monitor_0050,monitor,5.703586777777779
18,monitor_10x16,monitor_100,monitor_1000,monitor,5.966579333333333
18,monitor_10x16,monitor_100,monitor_5000,monitor,12.077582
18,monitor_10x16,monitor_300,monitor_0050,monitor,3.920301666666667
18,monitor_10x16,monitor_300,monitor_1000,monitor,5.679525111111111
18,monitor_10x16,monitor_300,monitor_5000,monitor,6.723958333333333
18,monitor_10x16,monitor_500,monitor_0050,monitor,5.0147028888888885
18,monitor_10x16,monitor_500,monitor_1000,monitor,12.077555333333333
18,monitor_10x16,monitor_500,monitor_5000,monitor,14.573824888888888
18,monitor_19x31,monitor_100,monitor_0050,monitor,7.9961519999999995
18,monitor_19x31,monitor_100,monitor_1000,monitor,6.720269666666667
18,monitor_19x31,monitor_100,monitor_5000,monitor,16.31638111111111
18,monitor_19x31,monitor_300,monitor_0050,monitor,4.488824
18,monitor_19x31,monitor_300,monitor_1000,monitor,4.607340555555556
18,monitor_19x31,monitor_300,monitor_5000,monitor,19.318197222222224
18,monitor_19x31,monitor_500,monitor_0050,monitor,5.12028
18,monitor_19x31,monitor_500,monitor_1000,monitor,5.399902444444446
18,monitor_19x31,monitor_500,monitor_5000,monitor,10.160915444444443
20,monitor_06x10,monitor_100,monitor_0050,monitor,3.2046645555555555
20,monitor_06x10,monitor_100,monitor_1000,monitor,7.8529184444444455
20,monitor_06x10,monitor_100,monitor_5000,monitor,8.247842777777779
20,monitor_06x10,monitor_300,monitor_0050,monitor,4.622535333333333
20,monitor_06x10,monitor_300,monitor_1000,monitor,3.225599666666666
20,monitor_06x10,monitor_300,monitor_5000,monitor,5.180246888888889
20,monitor_06x10,monitor_500,monitor_0050,monitor,3.137932777777778
20,monitor_06x10,monitor_500,monitor_1000,monitor,4.528659444444444
20,monitor_06x10,monitor_500,monitor_5000,monitor,5.9662543333333335
20,monitor_10x16,monitor_100,monitor_0050,monitor,2.0249973333333333
20,monitor_10x16,monitor_100,monitor_1000,monitor,3.914164333333333
20,monitor_10x16,monitor_100,monitor_5000,monitor,5.9094105555555565
20,monitor_10x16,monitor_300,monitor_0050,monitor,2.6320802777777774
20,monitor_10x16,monitor_300,monitor_1000,monitor,2.5333185555555557
20,monitor_10x16,monitor_300,monitor_5000,monitor,4.627400777777777
20,monitor_10x16,monitor_500,monitor_0050,monitor,3.2194215555555554
20,monitor_10x16,monitor_500,monitor_1000,monitor,4.368265777777777
20,monitor_10x16,monitor_500,monitor_5000,monitor,8.465114777777778
20,monitor_19x31,monitor_100,monitor_0050,monitor,3.0565439999999997
20,monitor_19x31,monitor_100,monitor_1000,monitor,3.1157634444444446
20,monitor_19x31,monitor_100,monitor_5000,monitor,7.468062999999999
20,monitor_19x31,monitor_300,monitor_0050,monitor,1.973158222222222
20,monitor_19x31,monitor_300,monitor_1000,monitor,3.3601143333333336
20,monitor_19x31,monitor_300,monitor_5000,monitor,3.768588555555555
20,monitor_19x31,monitor_500,monitor_0050,monitor,2.6653645666666663
20,monitor_19x31,monitor_500,monitor_1000,monitor,3.080112111111111
20,monitor_19x31,monitor_500,monitor_5000,monitor,4.161967000000001
