Subject,Device,Rho,Lambda,Display,Number_Collisions
13,headset_06x10,headset_500,headset_5000,headset,2.0
13,headset_06x10,headset_500,headset_5000,headset,2.0
13,headset_10x16,headset_100,headset_0050,headset,2.0
13,headset_10x16,headset_100,headset_0050,headset,3.0
13,headset_10x16,headset_100,headset_0050,headset,1.0
13,headset_10x16,headset_100,headset_0050,headset,2.0
13,headset_10x16,headset_100,headset_1000,headset,3.0
13,headset_10x16,headset_100,headset_1000,headset,2.0
13,headset_10x16,headset_100,headset_1000,headset,1.0
13,headset_10x16,headset_100,headset_1000,headset,1.0
13,headset_10x16,headset_100,headset_1000,headset,1.0
13,headset_10x16,headset_100,headset_1000,headset,1.0
13,headset_10x16,headset_100,headset_5000,headset,1.0
13,headset_10x16,headset_100,headset_5000,headset,2.0
13,headset_10x16,headset_100,headset_5000,headset,1.0
13,headset_10x16,headset_100,headset_5000,headset,2.0
13,headset_10x16,headset_100,headset_5000,headset,1.0
13,headset_10x16,headset_300,headset_0050,headset,1.0
13,headset_10x16,headset_300,headset_0050,headset,1.0
13,headset_10x16,headset_300,headset_0050,headset,2.0
13,headset_10x16,headset_300,headset_0050,headset,1.0
13,headset_10x16,headset_300,headset_0050,headset,1.0
13,headset_10x16,headset_300,headset_0050,headset,2.0
13,headset_10x16,headset_300,headset_1000,headset,4.0
13,headset_10x16,headset_300,headset_1000,headset,2.0
13,headset_10x16,headset_300,headset_1000,headset,2.0
13,headset_10x16,headset_300,headset_1000,headset,1.0
13,headset_10x16,headset_300,headset_1000,headset,1.0
13,headset_10x16,headset_300,headset_5000,headset,2.0
13,headset_10x16,headset_300,headset_5000,headset,2.0
13,headset_10x16,headset_300,headset_5000,headset,1.0
13,headset_10x16,headset_300,headset_5000,headset,2.0
13,headset_10x16,headset_500,headset_0050,headset,1.0
13,headset_10x16,headset_500,headset_0050,headset,1.0
13,headset_10x16,headset_500,headset_0050,headset,1.0
13,headset_10x16,headset_500,headset_0050,headset,1.0
13,headset_10x16,headset_500,headset_0050,headset,2.0
13,headset_10x16,headset_500,headset_1000,headset,1.0
13,headset_10x16,headset_500,headset_1000,headset,1.0
13,headset_10x16,headset_500,headset_1000,headset,1.0
13,headset_10x16,headset_500,headset_1000,headset,1.0
13,headset_10x16,headset_500,headset_1000,headset,1.0
13,headset_10x16,headset_500,headset_1000,headset,1.0
13,headset_10x16,headset_500,headset_5000,headset,1.0
13,headset_10x16,headset_500,headset_5000,headset,1.0
13,headset_10x16,headset_500,headset_5000,headset,1.0
13,headset_10x16,headset_500,headset_5000,headset,1.0
13,headset_10x16,headset_500,headset_5000,headset,1.0
13,headset_19x31,headset_100,headset_0050,headset,2.0
13,headset_19x31,headset_100,headset_0050,headset,1.0
13,headset_19x31,headset_100,headset_0050,headset,2.0
13,headset_19x31,headset_100,headset_0050,headset,1.0
13,headset_19x31,headset_100,headset_0050,headset,2.0
13,headset_19x31,headset_100,headset_0050,headset,2.0
13,headset_19x31,headset_100,headset_1000,headset,2.0
13,headset_19x31,headset_100,headset_1000,headset,1.0
13,headset_19x31,headset_100,headset_1000,headset,1.0
13,headset_19x31,headset_100,headset_1000,headset,1.0
13,headset_19x31,headset_100,headset_1000,headset,3.0
13,headset_19x31,headset_100,headset_1000,headset,2.0
13,headset_19x31,headset_100,headset_5000,headset,1.0
13,headset_19x31,headset_100,headset_5000,headset,2.0
13,headset_19x31,headset_100,headset_5000,headset,3.0
13,headset_19x31,headset_100,headset_5000,headset,1.0
13,headset_19x31,headset_300,headset_0050,headset,2.0
13,headset_19x31,headset_300,headset_0050,headset,1.0
13,headset_19x31,headset_300,headset_0050,headset,1.0
13,headset_19x31,headset_300,headset_1000,headset,2.0
13,headset_19x31,headset_300,headset_1000,headset,1.0
13,headset_19x31,headset_300,headset_1000,headset,2.0
13,headset_19x31,headset_300,headset_1000,headset,1.0
13,headset_19x31,headset_300,headset_1000,headset,1.0
13,headset_19x31,headset_300,headset_5000,headset,2.0
13,headset_19x31,headset_300,headset_5000,headset,1.0
13,headset_19x31,headset_500,headset_0050,headset,1.0
13,headset_19x31,headset_500,headset_0050,headset,2.0
13,headset_19x31,headset_500,headset_1000,headset,1.0
13,headset_19x31,headset_500,headset_1000,headset,3.0
13,headset_19x31,headset_500,headset_1000,headset,3.0
13,headset_19x31,headset_500,headset_5000,headset,1.0
13,headset_19x31,headset_500,headset_5000,headset,1.0
13,headset_19x31,headset_500,headset_5000,headset,2.0
13,headset_19x31,headset_500,headset_5000,headset,2.0
14,headset_06x10,headset_100,headset_0050,headset,1.0
14,headset_06x10,headset_100,headset_0050,headset,1.0
14,headset_06x10,headset_100,headset_0050,headset,1.0
14,headset_06x10,headset_100,headset_0050,headset,2.0
14,headset_06x10,headset_100,headset_1000,headset,1.0
14,headset_06x10,headset_100,headset_1000,headset,1.0
14,headset_06x10,headset_100,headset_1000,headset,2.0
14,headset_06x10,headset_100,headset_1000,headset,1.0
14,headset_06x10,headset_100,headset_5000,headset,1.0
14,headset_06x10,headset_100,headset_5000,headset,2.0
14,headset_06x10,headset_100,headset_5000,headset,1.0
14,headset_06x10,headset_100,headset_5000,headset,1.0
14,headset_06x10,headset_100,headset_5000,headset,1.0
14,headset_06x10,headset_300,headset_0050,headset,1.0
14,headset_06x10,headset_300,headset_0050,headset,2.0
14,headset_06x10,headset_300,headset_0050,headset,1.0
14,headset_06x10,headset_300,headset_1000,headset,1.0
14,headset_06x10,headset_300,headset_1000,headset,1.0
14,headset_06x10,headset_300,headset_1000,headset,1.0
14,headset_06x10,headset_300,headset_1000,headset,1.0
14,headset_06x10,headset_300,headset_5000,headset,1.0
14,headset_06x10,headset_300,headset_5000,headset,3.0
14,headset_06x10,headset_300,headset_5000,headset,1.0
14,headset_06x10,headset_300,headset_5000,headset,2.0
14,headset_06x10,headset_500,headset_0050,headset,1.0
14,headset_06x10,headset_500,headset_0050,headset,2.0
14,headset_06x10,headset_500,headset_0050,headset,2.0
14,headset_06x10,headset_500,headset_0050,headset,2.0
14,headset_06x10,headset_500,headset_0050,headset,1.0
14,headset_06x10,headset_500,headset_1000,headset,2.0
14,headset_06x10,headset_500,headset_1000,headset,1.0
14,headset_06x10,headset_500,headset_1000,headset,2.0
14,headset_06x10,headset_500,headset_1000,headset,3.0
14,headset_06x10,headset_500,headset_1000,headset,2.0
14,headset_06x10,headset_500,headset_5000,headset,1.0
14,headset_06x10,headset_500,headset_5000,headset,2.0
14,headset_06x10,headset_500,headset_5000,headset,1.0
14,headset_06x10,headset_500,headset_5000,headset,1.0
14,headset_10x16,headset_100,headset_0050,headset,1.0
14,headset_10x16,headset_100,headset_0050,headset,1.0
14,headset_10x16,headset_100,headset_5000,headset,1.0
14,headset_10x16,headset_100,headset_5000,headset,2.0
14,headset_10x16,headset_100,headset_5000,headset,2.0
14,headset_10x16,headset_100,headset_5000,headset,1.0
14,headset_10x16,headset_100,headset_5000,headset,1.0
14,headset_10x16,headset_100,headset_5000,headset,1.0
14,headset_10x16,headset_300,headset_0050,headset,2.0
14,headset_10x16,headset_300,headset_0050,headset,1.0
14,headset_10x16,headset_300,headset_0050,headset,1.0
14,headset_10x16,headset_300,headset_1000,headset,1.0
14,headset_10x16,headset_300,headset_5000,headset,1.0
14,headset_10x16,headset_300,headset_5000,headset,1.0
14,headset_10x16,headset_300,headset_5000,headset,1.0
14,headset_10x16,headset_500,headset_0050,headset,2.0
14,headset_10x16,headset_500,headset_5000,headset,1.0
14,headset_10x16,headset_500,headset_5000,headset,2.0
14,headset_10x16,headset_500,headset_5000,headset,1.0
14,headset_19x31,headset_100,headset_1000,headset,2.0
14,headset_19x31,headset_100,headset_5000,headset,1.0
14,headset_19x31,headset_100,headset_5000,headset,1.0
14,headset_19x31,headset_100,headset_5000,headset,1.0
14,headset_19x31,headset_100,headset_5000,headset,2.0
14,headset_19x31,headset_300,headset_1000,headset,1.0
14,headset_19x31,headset_300,headset_5000,headset,1.0
14,headset_19x31,headset_300,headset_5000,headset,2.0
14,headset_19x31,headset_300,headset_5000,headset,1.0
14,headset_19x31,headset_300,headset_5000,headset,1.0
14,headset_19x31,headset_300,headset_5000,headset,1.0
14,headset_19x31,headset_500,headset_0050,headset,1.0
14,headset_19x31,headset_500,headset_0050,headset,1.0
14,headset_19x31,headset_500,headset_1000,headset,2.0
14,headset_19x31,headset_500,headset_5000,headset,1.0
14,headset_19x31,headset_500,headset_5000,headset,1.0
14,headset_19x31,headset_500,headset_5000,headset,1.0
14,headset_19x31,headset_500,headset_5000,headset,2.0
15,headset_06x10,headset_100,headset_0050,headset,2.0
15,headset_06x10,headset_100,headset_0050,headset,1.0
15,headset_06x10,headset_100,headset_1000,headset,1.0
15,headset_06x10,headset_100,headset_1000,headset,2.0
15,headset_06x10,headset_100,headset_1000,headset,1.0
15,headset_06x10,headset_100,headset_1000,headset,1.0
15,headset_06x10,headset_100,headset_1000,headset,3.0
15,headset_06x10,headset_100,headset_5000,headset,3.0
15,headset_06x10,headset_100,headset_5000,headset,1.0
15,headset_06x10,headset_100,headset_5000,headset,2.0
15,headset_06x10,headset_100,headset_5000,headset,3.0
15,headset_06x10,headset_100,headset_5000,headset,4.0
15,headset_06x10,headset_100,headset_5000,headset,1.0
15,headset_06x10,headset_300,headset_0050,headset,2.0
15,headset_06x10,headset_300,headset_0050,headset,2.0
15,headset_06x10,headset_300,headset_0050,headset,1.0
15,headset_06x10,headset_300,headset_0050,headset,1.0
15,headset_06x10,headset_300,headset_1000,headset,2.0
15,headset_06x10,headset_300,headset_1000,headset,2.0
15,headset_06x10,headset_300,headset_1000,headset,2.0
15,headset_06x10,headset_300,headset_1000,headset,4.0
15,headset_06x10,headset_300,headset_5000,headset,3.0
15,headset_06x10,headset_300,headset_5000,headset,2.0
15,headset_06x10,headset_300,headset_5000,headset,1.0
15,headset_06x10,headset_300,headset_5000,headset,2.0
15,headset_06x10,headset_300,headset_5000,headset,1.0
15,headset_06x10,headset_300,headset_5000,headset,2.0
15,headset_06x10,headset_500,headset_0050,headset,1.0
15,headset_06x10,headset_500,headset_0050,headset,1.0
15,headset_06x10,headset_500,headset_1000,headset,2.0
15,headset_06x10,headset_500,headset_1000,headset,2.0
15,headset_06x10,headset_500,headset_5000,headset,1.0
15,headset_06x10,headset_500,headset_5000,headset,1.0
15,headset_06x10,headset_500,headset_5000,headset,3.0
15,headset_06x10,headset_500,headset_5000,headset,1.0
15,headset_10x16,headset_100,headset_0050,headset,1.0
15,headset_10x16,headset_100,headset_0050,headset,1.0
15,headset_10x16,headset_100,headset_0050,headset,3.0
15,headset_10x16,headset_100,headset_0050,headset,2.0
15,headset_10x16,headset_100,headset_0050,headset,1.0
15,headset_10x16,headset_100,headset_1000,headset,1.0
15,headset_10x16,headset_100,headset_1000,headset,1.0
15,headset_10x16,headset_100,headset_5000,headset,2.0
15,headset_10x16,headset_100,headset_5000,headset,3.0
15,headset_10x16,headset_100,headset_5000,headset,1.0
15,headset_10x16,headset_100,headset_5000,headset,2.0
15,headset_10x16,headset_300,headset_1000,headset,1.0
15,headset_10x16,headset_300,headset_5000,headset,1.0
15,headset_10x16,headset_300,headset_5000,headset,2.0
15,headset_10x16,headset_300,headset_5000,headset,1.0
15,headset_10x16,headset_300,headset_5000,headset,1.0
15,headset_10x16,headset_300,headset_5000,headset,3.0
15,headset_10x16,headset_500,headset_1000,headset,1.0
15,headset_10x16,headset_500,headset_1000,headset,1.0
15,headset_10x16,headset_500,headset_5000,headset,1.0
15,headset_10x16,headset_500,headset_5000,headset,2.0
15,headset_10x16,headset_500,headset_5000,headset,1.0
15,headset_10x16,headset_500,headset_5000,headset,1.0
15,headset_10x16,headset_500,headset_5000,headset,1.0
15,headset_10x16,headset_500,headset_5000,headset,1.0
15,headset_19x31,headset_100,headset_0050,headset,1.0
15,headset_19x31,headset_100,headset_0050,headset,1.0
15,headset_19x31,headset_100,headset_1000,headset,1.0
15,headset_19x31,headset_100,headset_1000,headset,1.0
15,headset_19x31,headset_100,headset_1000,headset,2.0
15,headset_19x31,headset_100,headset_5000,headset,2.0
15,headset_19x31,headset_100,headset_5000,headset,2.0
15,headset_19x31,headset_100,headset_5000,headset,2.0
15,headset_19x31,headset_100,headset_5000,headset,2.0
15,headset_19x31,headset_100,headset_5000,headset,1.0
15,headset_19x31,headset_100,headset_5000,headset,2.0
15,headset_19x31,headset_300,headset_0050,headset,1.0
15,headset_19x31,headset_300,headset_1000,headset,1.0
15,headset_19x31,headset_300,headset_1000,headset,1.0
15,headset_19x31,headset_300,headset_1000,headset,2.0
15,headset_19x31,headset_300,headset_5000,headset,1.0
15,headset_19x31,headset_300,headset_5000,headset,3.0
15,headset_19x31,headset_300,headset_5000,headset,1.0
15,headset_19x31,headset_300,headset_5000,headset,1.0
15,headset_19x31,headset_300,headset_5000,headset,2.0
15,headset_19x31,headset_300,headset_5000,headset,6.0
15,headset_19x31,headset_500,headset_0050,headset,1.0
15,headset_19x31,headset_500,headset_0050,headset,2.0
15,headset_19x31,headset_500,headset_1000,headset,2.0
15,headset_19x31,headset_500,headset_1000,headset,2.0
15,headset_19x31,headset_500,headset_1000,headset,1.0
15,headset_19x31,headset_500,headset_1000,headset,2.0
15,headset_19x31,headset_500,headset_1000,headset,1.0
15,headset_19x31,headset_500,headset_5000,headset,1.0
15,headset_19x31,headset_500,headset_5000,headset,2.0
15,headset_19x31,headset_500,headset_5000,headset,2.0
15,headset_19x31,headset_500,headset_5000,headset,1.0
15,headset_19x31,headset_500,headset_5000,headset,1.0
16,headset_06x10,headset_100,headset_0050,headset,1.0
16,headset_06x10,headset_100,headset_0050,headset,2.0
16,headset_06x10,headset_100,headset_0050,headset,1.0
16,headset_06x10,headset_100,headset_1000,headset,2.0
16,headset_06x10,headset_100,headset_1000,headset,1.0
16,headset_06x10,headset_100,headset_1000,headset,3.0
16,headset_06x10,headset_100,headset_1000,headset,2.0
16,headset_06x10,headset_100,headset_1000,headset,2.0
16,headset_06x10,headset_100,headset_1000,headset,1.0
16,headset_06x10,headset_100,headset_5000,headset,2.0
16,headset_06x10,headset_100,headset_5000,headset,3.0
16,headset_06x10,headset_100,headset_5000,headset,2.0
16,headset_06x10,headset_100,headset_5000,headset,1.0
16,headset_06x10,headset_100,headset_5000,headset,2.0
16,headset_06x10,headset_100,headset_5000,headset,2.0
16,headset_06x10,headset_300,headset_0050,headset,3.0
16,headset_06x10,headset_300,headset_0050,headset,1.0
16,headset_06x10,headset_300,headset_0050,headset,1.0
16,headset_06x10,headset_300,headset_0050,headset,1.0
16,headset_06x10,headset_300,headset_0050,headset,1.0
16,headset_06x10,headset_300,headset_1000,headset,2.0
16,headset_06x10,headset_300,headset_1000,headset,2.0
16,headset_06x10,headset_300,headset_1000,headset,2.0
16,headset_06x10,headset_300,headset_1000,headset,1.0
16,headset_06x10,headset_300,headset_1000,headset,2.0
16,headset_06x10,headset_300,headset_1000,headset,2.0
16,headset_06x10,headset_300,headset_5000,headset,1.0
16,headset_06x10,headset_300,headset_5000,headset,2.0
16,headset_06x10,headset_300,headset_5000,headset,1.0
16,headset_06x10,headset_300,headset_5000,headset,3.0
16,headset_06x10,headset_300,headset_5000,headset,3.0
16,headset_06x10,headset_300,headset_5000,headset,1.0
16,headset_06x10,headset_500,headset_0050,headset,1.0
16,headset_06x10,headset_500,headset_0050,headset,1.0
16,headset_06x10,headset_500,headset_0050,headset,2.0
16,headset_06x10,headset_500,headset_0050,headset,1.0
16,headset_06x10,headset_500,headset_0050,headset,1.0
16,headset_06x10,headset_500,headset_1000,headset,3.0
16,headset_06x10,headset_500,headset_1000,headset,2.0
16,headset_06x10,headset_500,headset_1000,headset,1.0
16,headset_06x10,headset_500,headset_1000,headset,1.0
16,headset_06x10,headset_500,headset_1000,headset,2.0
16,headset_06x10,headset_500,headset_1000,headset,1.0
16,headset_06x10,headset_500,headset_5000,headset,2.0
16,headset_06x10,headset_500,headset_5000,headset,1.0
16,headset_06x10,headset_500,headset_5000,headset,1.0
16,headset_06x10,headset_500,headset_5000,headset,2.0
16,headset_06x10,headset_500,headset_5000,headset,1.0
16,headset_06x10,headset_500,headset_5000,headset,2.0
16,headset_10x16,headset_100,headset_0050,headset,1.0
16,headset_10x16,headset_100,headset_0050,headset,1.0
16,headset_10x16,headset_100,headset_0050,headset,2.0
16,headset_10x16,headset_100,headset_0050,headset,1.0
16,headset_10x16,headset_100,headset_1000,headset,2.0
16,headset_10x16,headset_100,headset_1000,headset,2.0
16,headset_10x16,headset_100,headset_1000,headset,2.0
16,headset_10x16,headset_100,headset_1000,headset,2.0
16,headset_10x16,headset_100,headset_1000,headset,3.0
16,headset_10x16,headset_100,headset_1000,headset,1.0
16,headset_10x16,headset_100,headset_5000,headset,2.0
16,headset_10x16,headset_100,headset_5000,headset,2.0
16,headset_10x16,headset_100,headset_5000,headset,1.0
16,headset_10x16,headset_100,headset_5000,headset,1.0
16,headset_10x16,headset_300,headset_0050,headset,1.0
16,headset_10x16,headset_300,headset_0050,headset,2.0
16,headset_10x16,headset_300,headset_0050,headset,1.0
16,headset_10x16,headset_300,headset_0050,headset,2.0
16,headset_10x16,headset_300,headset_0050,headset,2.0
16,headset_10x16,headset_300,headset_0050,headset,2.0
16,headset_10x16,headset_300,headset_1000,headset,2.0
16,headset_10x16,headset_300,headset_1000,headset,1.0
16,headset_10x16,headset_300,headset_1000,headset,1.0
16,headset_10x16,headset_300,headset_1000,headset,4.0
16,headset_10x16,headset_300,headset_1000,headset,1.0
16,headset_10x16,headset_300,headset_1000,headset,2.0
16,headset_10x16,headset_300,headset_5000,headset,1.0
16,headset_10x16,headset_300,headset_5000,headset,1.0
16,headset_10x16,headset_300,headset_5000,headset,2.0
16,headset_10x16,headset_300,headset_5000,headset,2.0
16,headset_10x16,headset_500,headset_0050,headset,2.0
16,headset_10x16,headset_500,headset_0050,headset,2.0
16,headset_10x16,headset_500,headset_0050,headset,1.0
16,headset_10x16,headset_500,headset_0050,headset,2.0
16,headset_10x16,headset_500,headset_0050,headset,1.0
16,headset_10x16,headset_500,headset_1000,headset,2.0
16,headset_10x16,headset_500,headset_1000,headset,2.0
16,headset_10x16,headset_500,headset_1000,headset,2.0
16,headset_10x16,headset_500,headset_1000,headset,2.0
16,headset_10x16,headset_500,headset_1000,headset,1.0
16,headset_10x16,headset_500,headset_1000,headset,2.0
16,headset_10x16,headset_500,headset_5000,headset,6.0
16,headset_10x16,headset_500,headset_5000,headset,2.0
16,headset_10x16,headset_500,headset_5000,headset,2.0
16,headset_10x16,headset_500,headset_5000,headset,2.0
16,headset_10x16,headset_500,headset_5000,headset,3.0
16,headset_10x16,headset_500,headset_5000,headset,1.0
16,headset_19x31,headset_100,headset_0050,headset,1.0
16,headset_19x31,headset_100,headset_0050,headset,2.0
16,headset_19x31,headset_100,headset_0050,headset,1.0
16,headset_19x31,headset_100,headset_0050,headset,3.0
16,headset_19x31,headset_100,headset_0050,headset,2.0
16,headset_19x31,headset_100,headset_1000,headset,2.0
16,headset_19x31,headset_100,headset_1000,headset,1.0
16,headset_19x31,headset_100,headset_1000,headset,1.0
16,headset_19x31,headset_100,headset_1000,headset,1.0
16,headset_19x31,headset_100,headset_1000,headset,1.0
16,headset_19x31,headset_100,headset_5000,headset,1.0
16,headset_19x31,headset_100,headset_5000,headset,1.0
16,headset_19x31,headset_100,headset_5000,headset,1.0
16,headset_19x31,headset_100,headset_5000,headset,2.0
16,headset_19x31,headset_100,headset_5000,headset,3.0
16,headset_19x31,headset_300,headset_0050,headset,2.0
16,headset_19x31,headset_300,headset_0050,headset,3.0
16,headset_19x31,headset_300,headset_0050,headset,1.0
16,headset_19x31,headset_300,headset_0050,headset,3.0
16,headset_19x31,headset_300,headset_1000,headset,1.0
16,headset_19x31,headset_300,headset_1000,headset,3.0
16,headset_19x31,headset_300,headset_1000,headset,1.0
16,headset_19x31,headset_300,headset_1000,headset,1.0
16,headset_19x31,headset_300,headset_5000,headset,3.0
16,headset_19x31,headset_300,headset_5000,headset,2.0
16,headset_19x31,headset_300,headset_5000,headset,1.0
16,headset_19x31,headset_300,headset_5000,headset,1.0
16,headset_19x31,headset_500,headset_0050,headset,1.0
16,headset_19x31,headset_500,headset_0050,headset,1.0
16,headset_19x31,headset_500,headset_0050,headset,3.0
16,headset_19x31,headset_500,headset_1000,headset,1.0
16,headset_19x31,headset_500,headset_1000,headset,1.0
16,headset_19x31,headset_500,headset_1000,headset,2.0
16,headset_19x31,headset_500,headset_1000,headset,2.0
16,headset_19x31,headset_500,headset_1000,headset,1.0
16,headset_19x31,headset_500,headset_5000,headset,2.0
16,headset_19x31,headset_500,headset_5000,headset,2.0
16,headset_19x31,headset_500,headset_5000,headset,1.0
16,headset_19x31,headset_500,headset_5000,headset,2.0
17,headset_06x10,headset_100,headset_0050,headset,1.0
17,headset_06x10,headset_100,headset_1000,headset,1.0
17,headset_06x10,headset_100,headset_1000,headset,1.0
17,headset_06x10,headset_100,headset_1000,headset,1.0
17,headset_06x10,headset_100,headset_5000,headset,1.0
17,headset_06x10,headset_100,headset_5000,headset,1.0
17,headset_06x10,headset_100,headset_5000,headset,3.0
17,headset_06x10,headset_100,headset_5000,headset,2.0
17,headset_06x10,headset_100,headset_5000,headset,2.0
17,headset_06x10,headset_100,headset_5000,headset,1.0
17,headset_06x10,headset_300,headset_0050,headset,2.0
17,headset_06x10,headset_300,headset_0050,headset,1.0
17,headset_06x10,headset_300,headset_1000,headset,2.0
17,headset_06x10,headset_300,headset_1000,headset,1.0
17,headset_06x10,headset_300,headset_1000,headset,2.0
17,headset_06x10,headset_300,headset_1000,headset,3.0
17,headset_06x10,headset_300,headset_1000,headset,1.0
17,headset_06x10,headset_300,headset_5000,headset,2.0
17,headset_06x10,headset_300,headset_5000,headset,2.0
17,headset_06x10,headset_300,headset_5000,headset,2.0
17,headset_06x10,headset_300,headset_5000,headset,2.0
17,headset_06x10,headset_300,headset_5000,headset,1.0
17,headset_06x10,headset_500,headset_0050,headset,1.0
17,headset_06x10,headset_500,headset_0050,headset,1.0
17,headset_06x10,headset_500,headset_0050,headset,1.0
17,headset_06x10,headset_500,headset_0050,headset,1.0
17,headset_06x10,headset_500,headset_0050,headset,3.0
17,headset_06x10,headset_500,headset_1000,headset,3.0
17,headset_06x10,headset_500,headset_1000,headset,1.0
17,headset_06x10,headset_500,headset_1000,headset,3.0
17,headset_06x10,headset_500,headset_1000,headset,1.0
17,headset_06x10,headset_500,headset_1000,headset,3.0
17,headset_06x10,headset_500,headset_1000,headset,3.0
17,headset_06x10,headset_500,headset_5000,headset,1.0
17,headset_06x10,headset_500,headset_5000,headset,1.0
17,headset_06x10,headset_500,headset_5000,headset,2.0
17,headset_06x10,headset_500,headset_5000,headset,2.0
17,headset_10x16,headset_100,headset_0050,headset,2.0
17,headset_10x16,headset_100,headset_0050,headset,2.0
17,headset_10x16,headset_100,headset_0050,headset,1.0
17,headset_10x16,headset_100,headset_1000,headset,1.0
17,headset_10x16,headset_100,headset_1000,headset,2.0
17,headset_10x16,headset_100,headset_1000,headset,1.0
17,headset_10x16,headset_100,headset_1000,headset,1.0
17,headset_10x16,headset_100,headset_5000,headset,1.0
17,headset_10x16,headset_100,headset_5000,headset,2.0
17,headset_10x16,headset_100,headset_5000,headset,1.0
17,headset_10x16,headset_100,headset_5000,headset,1.0
17,headset_10x16,headset_300,headset_1000,headset,1.0
17,headset_10x16,headset_300,headset_5000,headset,2.0
17,headset_10x16,headset_300,headset_5000,headset,1.0
17,headset_10x16,headset_300,headset_5000,headset,1.0
17,headset_10x16,headset_300,headset_5000,headset,3.0
17,headset_10x16,headset_300,headset_5000,headset,1.0
17,headset_10x16,headset_300,headset_5000,headset,1.0
17,headset_10x16,headset_500,headset_0050,headset,1.0
17,headset_10x16,headset_500,headset_5000,headset,1.0
17,headset_10x16,headset_500,headset_5000,headset,2.0
17,headset_10x16,headset_500,headset_5000,headset,2.0
17,headset_10x16,headset_500,headset_5000,headset,1.0
17,headset_19x31,headset_100,headset_1000,headset,1.0
17,headset_19x31,headset_100,headset_1000,headset,1.0
17,headset_19x31,headset_100,headset_5000,headset,1.0
17,headset_19x31,headset_100,headset_5000,headset,1.0
17,headset_19x31,headset_100,headset_5000,headset,1.0
17,headset_19x31,headset_100,headset_5000,headset,2.0
17,headset_19x31,headset_300,headset_0050,headset,1.0
17,headset_19x31,headset_300,headset_1000,headset,1.0
17,headset_19x31,headset_300,headset_1000,headset,1.0
17,headset_19x31,headset_300,headset_5000,headset,2.0
17,headset_19x31,headset_300,headset_5000,headset,2.0
17,headset_19x31,headset_300,headset_5000,headset,1.0
17,headset_19x31,headset_500,headset_1000,headset,1.0
17,headset_19x31,headset_500,headset_1000,headset,1.0
17,headset_19x31,headset_500,headset_5000,headset,2.0
17,headset_19x31,headset_500,headset_5000,headset,1.0
17,headset_19x31,headset_500,headset_5000,headset,1.0
17,headset_19x31,headset_500,headset_5000,headset,2.0
18,headset_06x10,headset_100,headset_0050,headset,1.0
18,headset_06x10,headset_100,headset_0050,headset,1.0
18,headset_06x10,headset_100,headset_0050,headset,3.0
18,headset_06x10,headset_100,headset_0050,headset,1.0
18,headset_06x10,headset_100,headset_1000,headset,1.0
18,headset_06x10,headset_100,headset_1000,headset,2.0
18,headset_06x10,headset_100,headset_1000,headset,1.0
18,headset_06x10,headset_100,headset_1000,headset,3.0
18,headset_06x10,headset_100,headset_1000,headset,1.0
18,headset_06x10,headset_100,headset_1000,headset,2.0
18,headset_06x10,headset_100,headset_5000,headset,3.0
18,headset_06x10,headset_100,headset_5000,headset,1.0
18,headset_06x10,headset_100,headset_5000,headset,1.0
18,headset_06x10,headset_100,headset_5000,headset,2.0
18,headset_06x10,headset_100,headset_5000,headset,1.0
18,headset_06x10,headset_300,headset_0050,headset,2.0
18,headset_06x10,headset_300,headset_0050,headset,2.0
18,headset_06x10,headset_300,headset_0050,headset,1.0
18,headset_06x10,headset_300,headset_0050,headset,2.0
18,headset_06x10,headset_300,headset_0050,headset,1.0
18,headset_06x10,headset_300,headset_1000,headset,2.0
18,headset_06x10,headset_300,headset_1000,headset,2.0
18,headset_06x10,headset_300,headset_5000,headset,3.0
18,headset_06x10,headset_300,headset_5000,headset,2.0
18,headset_06x10,headset_300,headset_5000,headset,3.0
18,headset_06x10,headset_300,headset_5000,headset,1.0
18,headset_06x10,headset_300,headset_5000,headset,2.0
18,headset_06x10,headset_500,headset_0050,headset,1.0
18,headset_06x10,headset_500,headset_0050,headset,2.0
18,headset_06x10,headset_500,headset_0050,headset,3.0
18,headset_06x10,headset_500,headset_1000,headset,1.0
18,headset_06x10,headset_500,headset_1000,headset,2.0
18,headset_06x10,headset_500,headset_1000,headset,2.0
18,headset_06x10,headset_500,headset_1000,headset,1.0
18,headset_06x10,headset_500,headset_1000,headset,1.0
18,headset_06x10,headset_500,headset_5000,headset,2.0
18,headset_06x10,headset_500,headset_5000,headset,1.0
18,headset_06x10,headset_500,headset_5000,headset,2.0
18,headset_06x10,headset_500,headset_5000,headset,1.0
18,headset_06x10,headset_500,headset_5000,headset,1.0
18,headset_06x10,headset_500,headset_5000,headset,1.0
18,headset_10x16,headset_100,headset_0050,headset,1.0
18,headset_10x16,headset_100,headset_0050,headset,1.0
18,headset_10x16,headset_100,headset_0050,headset,1.0
18,headset_10x16,headset_100,headset_0050,headset,1.0
18,headset_10x16,headset_100,headset_0050,headset,1.0
18,headset_10x16,headset_100,headset_0050,headset,3.0
18,headset_10x16,headset_100,headset_1000,headset,2.0
18,headset_10x16,headset_100,headset_1000,headset,1.0
18,headset_10x16,headset_100,headset_1000,headset,1.0
18,headset_10x16,headset_100,headset_1000,headset,1.0
18,headset_10x16,headset_100,headset_1000,headset,2.0
18,headset_10x16,headset_100,headset_1000,headset,1.0
