80.72021(0.0, 0.0, 0.0)
81.22352(0.0, 15.0, 0.0)
81.7402(0.0, 15.0, 0.0)
82.25685(0.0, 15.0, 0.0)
82.77351(0.0, 357.1, 0.0)
83.29015(0.0, 32.2, 0.0)
83.80681(0.0, 10.0, 0.0)
84.32348(0.0, 3.0, 0.0)
84.84013(0.0, 3.0, 0.0)
85.35678(0.0, 3.0, 0.0)
85.85679(0.0, 3.0, 0.0)
86.37344(0.0, 3.0, 0.0)
86.89011(0.0, 3.0, 0.0)
87.40675(0.0, 3.0, 0.0)
87.92342(0.0, 3.0, 0.0)
88.44008(0.0, 3.0, 0.0)
88.95672(0.0, 3.0, 0.0)
89.45673(0.0, 3.0, 0.0)
89.97337(0.0, 3.0, 0.0)
90.47337(0.0, 3.0, 0.0)
90.99004(0.0, 3.0, 0.0)
91.50668(0.0, 3.0, 0.0)
92.00668(0.0, 3.0, 0.0)
92.52334(0.0, 3.0, 0.0)
93.04(0.0, 3.0, 0.0)
93.55664(0.0, 3.0, 0.0)
94.05665(0.0, 3.0, 0.0)
94.5733(0.0, 3.0, 0.0)
95.08994(0.0, 3.0, 0.0)
95.60663(0.0, 3.0, 0.0)
96.12328(0.0, 3.0, 0.0)
96.63992(0.0, 3.0, 0.0)
11, 1
97.23992(0.0, 3.0, 0.0)
97.75654(0.0, 3.0, 0.0)
98.25655(0.0, 3.0, 0.0)
98.7732(0.0, 3.0, 0.0)
99.28984(0.0, 3.0, 0.0)
99.78985(0.0, 3.0, 0.0)
100.3065(0.0, 3.0, 0.0)
100.8065(0.0, 3.0, 0.0)
101.3232(0.0, 3.0, 0.0)
101.8398(0.0, 3.0, 0.0)
102.3565(0.0, 3.0, 0.0)
102.8565(0.0, 3.0, 0.0)
103.3731(0.0, 3.0, 0.0)
103.8731(0.0, 3.0, 0.0)
104.3897(0.0, 3.0, 0.0)
104.8898(0.0, 3.0, 0.0)
105.4064(0.0, 3.0, 0.0)
105.9064(0.0, 3.0, 0.0)
106.4231(0.0, 3.0, 0.0)
106.9397(0.0, 3.0, 0.0)
107.4564(0.0, 3.0, 0.0)
107.9564(0.0, 3.0, 0.0)
108.473(0.0, 3.0, 0.0)
108.9897(0.0, 3.0, 0.0)
109.4897(0.0, 3.0, 0.0)
110.0063(0.0, 3.0, 0.0)
110.523(0.0, 3.0, 0.0)
111.023(0.0, 3.0, 0.0)
111.5396(0.0, 3.0, 0.0)
112.0396(0.0, 3.0, 0.0)
112.5563(0.0, 3.0, 0.0)
113.0563(0.0, 3.0, 0.0)
113.573(0.0, 3.0, 0.0)
114.0896(0.0, 3.0, 0.0)
114.5896(0.0, 3.0, 0.0)
