Start time: 8/22/2021 12:09:20 PM
0, 1: 35.7825813293457, 0
0, 2: 8.64984130859375, 1
0, 3: 7.03322982788086, 2
0, 4: 15.3831176757813, 1
0, 5: 7.91650390625, 1
0, 6: 9.88319396972656, 1
1, 1: 16.2997817993164, 2
1, 2: 17.3330841064453, 2
1, 3: 17.5496597290039, 0
1, 4: 11.5164642333984, 4
1, 5: 18.3163299560547, 3
1, 6: 10.0331573486328, 1
2, 1: 20.1330413818359, 2
2, 2: 8.51651000976563, 0
2, 3: 9.69979858398438, 2
2, 4: 13.2164459228516, 0
2, 5: 13.2831420898438, 1
2, 6: 44.2492218017578, 1
3, 1: 7.5164794921875, 3
3, 2: 38.6160583496094, 3
3, 3: 13.766357421875, 3
3, 4: 13.2498168945313, 1
3, 5: 8.26654052734375, 0
3, 6: 7.93316650390625, 1
4, 1: 136.181060791016, 0
4, 2: 5.79986572265625, 0
4, 3: 4.66650390625, 1
4, 4: 8.2332763671875, 1
4, 5: 9.0831298828125, 2
4, 6: 6.8665771484375, 1
5, 1: 7.216552734375, 2
5, 2: 4.7999267578125, 2
5, 3: 4.56658935546875, 3
5, 4: 9.48321533203125, 1
5, 5: 8.03314208984375, 2
5, 6: 6.39990234375, 0
6, 1: 4.54998779296875, 3
6, 2: 6.16656494140625, 3
6, 3: 11.6497802734375, 2
6, 4: 7.83319091796875, 2
6, 5: 8.36639404296875, 0
6, 6: 4.66668701171875, 1
7, 1: 4.25, 2
7, 2: 5.8997802734375, 2
7, 3: 11.2332153320313, 1
7, 4: 7.51654052734375, 2
7, 5: 9.2164306640625, 2
7, 6: 6.94989013671875, 0
8, 1: 6.4664306640625, 1
8, 2: 6.3165283203125, 1
8, 3: 5.63323974609375, 0
8, 4: 5.88323974609375, 3
8, 5: 16.0830078125, 0
8, 6: 5.8665771484375, 1
9, 1: 7.01641845703125, 2
9, 2: 8.5499267578125, 2
9, 3: 8.86651611328125, 4
9, 4: 5.39984130859375, 2
9, 5: 7.4332275390625, 2
9, 6: 8.6331787109375, 2
10, 1: 7.5665283203125, 1
10, 2: 4.38323974609375, 1
10, 3: 5.96661376953125, 2
10, 4: 5.36651611328125, 3
10, 5: 17.9330444335938, 1
10, 6: 5.58319091796875, 0
11, 1: 36.7494506835938, 1
11, 2: 12.3331298828125, 1
11, 3: 8.53314208984375, 1
11, 4: 5.1165771484375, 2
11, 5: 23.2662963867188, 4
11, 6: 8.4498291015625, 1
12, 1: 140.468444824219, 0
12, 2: 6.4166259765625, 3
12, 3: 4.5164794921875, 2
12, 4: 4.4832763671875, 2
12, 5: 6.199951171875, 3
12, 6: 4.3831787109375, 2
13, 1: 5.25, 1
13, 2: 6.13330078125, 2
13, 3: 5.9998779296875, 3
13, 4: 5.91650390625, 2
13, 5: 4.699951171875, 2
13, 6: 4.4498291015625, 2
14, 1: 11.7498779296875, 2
14, 2: 6.9832763671875, 1
14, 3: 5.91650390625, 0
14, 4: 7.3331298828125, 0
14, 5: 25.69970703125, 0
14, 6: 5.0831298828125, 2
15, 1: 27.799560546875, 4
15, 2: 12.5330810546875, 1
15, 3: 5.033203125, 1
15, 4: 21.8162841796875, 3
15, 5: 4.683349609375, 2
15, 6: 4.849853515625, 2
16, 1: 15.7830810546875, 1
16, 2: 5.6165771484375, 1
16, 3: 6.2498779296875, 1
16, 4: 6.6832275390625, 0
16, 5: 7.466552734375, 1
16, 6: 5.716552734375, 2
17, 1: 22.4329833984375, 1
17, 2: 5.216552734375, 2
17, 3: 7.2332763671875, 2
17, 4: 7.533203125, 1
17, 5: 8.91650390625, 2
17, 6: 6.849853515625, 1
18, 1: 25.666259765625, 2
18, 2: 7.5166015625, 2
18, 3: 4.6331787109375, 2
18, 4: 4.333251953125, 3
18, 5: 7.1165771484375, 2
18, 6: 8.16650390625, 1
19, 1: 7.14990234375, 1
19, 2: 9.9498291015625, 2
19, 3: 8.8165283203125, 0
19, 4: 5.483154296875, 2
19, 5: 6.599853515625, 2
19, 6: 8.0665283203125, 1
20, 1: 7.849853515625, 2
20, 2: 7.7833251953125, 1
20, 3: 7.1497802734375, 2
20, 4: 4.8499755859375, 1
20, 5: 5.349853515625, 1
20, 6: 5.966552734375, 1
21, 1: 8.200927734375, 1
21, 2: 4.7655029296875, 1
21, 3: 3.9166259765625, 1
21, 4: 4.0499267578125, 3
21, 5: 4.0498046875, 2
21, 6: 6.0499267578125, 2
22, 1: 26.0662841796875, 0
22, 2: 11.133056640625, 0
22, 3: 8.89990234375, 1
22, 4: 7.8165283203125, 0
22, 5: 6.6331787109375, 1
22, 6: 7.083251953125, 2
23, 1: 9.6163330078125, 2
23, 2: 27.549560546875, 3
23, 3: 8.349853515625, 0
23, 4: 6.5499267578125, 1
23, 5: 4.89990234375, 1
23, 6: 8.366455078125, 1
24, 1: 8.5665283203125, 0
24, 2: 6.0499267578125, 0
24, 3: 4.7998046875, 1
24, 4: 4.7833251953125, 1
24, 5: 4.7332763671875, 2
24, 6: 5.2998046875, 1
25, 1: 26.549560546875, 3
25, 2: 8.2666015625, 0
25, 3: 6.68310546875, 1
25, 4: 6.833251953125, 1
25, 5: 4.64990234375, 0
25, 6: 7.2999267578125, 1
26, 1: 11.733154296875, 0
26, 2: 8.6497802734375, 0
26, 3: 6.5499267578125, 2
26, 4: 5.2498779296875, 0
26, 5: 4.6832275390625, 1
26, 6: 7.0166015625, 1
27, 1: 7.7666015625, 1
27, 2: 11.866455078125, 4
27, 3: 4.7498779296875, 1
27, 4: 4.7666015625, 2
27, 5: 4.083251953125, 3
27, 6: 5.91650390625, 2
